video_id,question,answer,time,frames,Qtype
P01_06,What all does he hold?,I don't know,00:06:05.22-00:06:06.21,21913-21972,noun
P02_04,What did he do with the apron?,I don't know,00:03:49.37-00:03:53.82,13762-14029,action
P03_09,What all does he put?,I don't know,00:00:15.08-00:00:15.83,904-949,noun
P01_06,What all does he put-down?,I don't know,00:02:55.10-00:02:56.51,10506-10590,noun
P01_06,What did he do with the knife?,I don't know,00:04:48.46-00:04:57.54,17307-17852,action
P01_02,What did he do with the hand?,I don't know,00:07:24.79-00:07:25.95,26687-26757,action
P01_06,What did he do with the liquid?,I don't know,00:08:00.88-00:08:05.89,28852-29153,action
P03_09,What all does he put?,I don't know,00:03:43.28-00:03:57.92,13396-14275,noun
P03_09,What did he do with the butter?,I don't know,00:03:13.97-00:03:14.76,11638-11685,action
P02_04,What all does he open?,I don't know,00:03:45.49-00:03:46.38,13529-13582,noun
P03_09,What all does he test?,I don't know,00:08:25.40-00:08:25.90,30324-30354,noun
P02_04,What did he do with the drawer?,I don't know,00:03:12.11-00:03:15.19,11526-11711,action
P01_06,What did he do with the fruit?,I don't know,00:06:54.74-00:07:21.39,24884-26483,action
P01_06,What did he do with the fruit?,I don't know,00:01:47.51-00:01:48.43,6450-6505,action
P02_04,What did he do with the towel?,I don't know,00:05:11.19-00:05:12.04,18671-18722,action
P02_01,What all does he return?,I don't know,00:02:50.74-00:02:53.55,10244-10413,noun
P03_09,What all does he dry?,I don't know,00:02:52.10-00:02:52.77,10326-10366,noun
P03_02,What did he do with the chocolate?,I don't know,00:02:34.92-00:02:37.40,9295-9444,action
P03_02,What all does he brush?,I don't know,00:00:21.46-00:00:22.11,1287-1326,noun
P02_01,What did he do with the sugar?,I don't know,00:03:44.79-00:03:45.75,13487-13545,action
P03_09,What all does he spread?,I don't know,00:01:16.60-00:01:17.13,4596-4627,noun
P02_04,What all does he remove?,I don't know,00:06:23.32-00:06:24.36,22999-23061,noun
P01_06,What all does he dry?,I don't know,00:04:45.58-00:04:47.29,17134-17237,noun
P03_09,What did he do with the bread?,I don't know,00:07:40.79-00:07:45.74,27647-27944,action
P03_02,What did he do with the bin bag?,I don't know,00:00:41.38-00:00:44.66,2482-2679,action
P03_09,What did he do with the measuring cup?,I don't know,00:08:11.74-00:08:13.76,29504-29625,action
P01_03,What did he do with the cereal?,I don't know,00:01:40.11-00:01:42.44,6006-6146,action
P03_09,What all does he spread?,I don't know,00:06:23.73-00:06:25.53,23023-23131,noun
P02_01,What all does he open?,I don't know,00:02:01.53-00:02:02.76,7291-7365,noun
P02_04,What did he do with the broccoli?,I don't know,00:01:15.08-00:01:16.63,4504-4597,action
P03_02,What did he do with the squash?,I don't know,00:04:15.93-00:04:18.19,15355-15491,action
P01_02,What all does he put-down?,I don't know,00:05:10.05-00:05:19.15,18603-19149,noun
P01_06,What all does he empty?,I don't know,00:02:18.50-00:02:20.90,8310-8454,noun
P03_02,What did he do with the fridge?,close,00:03:00.13-00:03:00.83,10807-10849,action
P01_02,What did he do with the sponge?,I don't know,00:04:14.00-00:04:22.99,15240-15779,action
P02_01,What all does he return?,I don't know,00:00:13.30-00:00:16.59,798-995,noun
P01_02,What did he do with the fridge?,I don't know,00:02:32.32-00:02:33.57,9139-9214,action
P02_04,What all does he squeeze?,I don't know,00:05:08.23-00:05:09.24,18493-18554,noun
P01_02,What did he do with the container?,I don't know,00:00:32.48-00:00:35.54,1948-2132,action
P02_04,What did he do with the towel?,I don't know,00:04:32.17-00:04:32.93,16330-16375,action
P03_09,What did he do with the washing machine?,I don't know,00:03:38.68-00:03:40.02,13120-13201,action
P01_03,What did he do with the cupboard?,I don't know,00:01:09.59-00:01:11.17,4175-4270,action
P02_04,What did he do with the strainer?,I don't know,00:05:32.26-00:05:33.71,19935-20022,action
P01_04,What all does he pour?,I don't know,00:00:57.32-00:01:02.67,3439-3760,noun
P01_06,What all does he throw?,I don't know,00:05:41.40-00:05:42.22,20484-20533,noun
P01_02,What did he do with the spoon?,I don't know,00:08:13.20-00:08:14.20,29592-29652,action
P03_09,What did he do with the squash?,I don't know,00:05:22.31-00:05:24.68,19338-19480,action
P02_01,What did he do with the button?,I don't know,00:00:57.49-00:00:58.73,3449-3523,action
P01_06,What did he do with the bin?,I don't know,00:00:50.24-00:00:52.03,3014-3121,action
P03_09,What all does he put?,I don't know,00:08:57.00-00:09:00.45,32220-32427,noun
P03_09,What did he do with the measuring cup?,I don't know,00:00:21.45-00:00:21.95,1287-1317,action
P03_02,What did he do with the tap?,I don't know,00:06:45.45-00:06:47.70,24327-24462,action
P03_02,What all does he grab?,I don't know,00:01:19.04-00:01:19.54,4742-4772,noun
P01_04,What did he do with the sink?,I don't know,00:01:19.79-00:01:22.04,4787-4922,action
P03_09,What did he do with the cheese?,I don't know,00:03:41.28-00:03:42.18,13276-13330,action
P02_04,What did he do with the strainer?,I don't know,00:06:16.01-00:06:17.34,22560-22640,action
P03_09,What all does he cut?,I don't know,00:05:22.31-00:05:24.68,19338-19480,noun
P02_04,What all does he shake?,I don't know,00:02:53.22-00:02:56.22,10393-10573,noun
P03_09,What did he do with the fork?,I don't know,00:00:58.71-00:01:02.42,3522-3745,action
P02_04,What did he do with the sink?,I don't know,00:04:44.25-00:04:45.00,17055-17100,action
P03_09,What all does he get?,I don't know,00:04:00.81-00:04:01.92,14448-14515,noun
P01_06,What did he do with the liquid?,I don't know,00:00:28.69-00:00:30.69,1721-1841,action
P02_04,What all does he tie?,I don't know,00:04:19.29-00:04:22.04,15557-15722,noun
P01_02,What did he do with the plate?,I don't know,00:01:50.75-00:01:52.25,6645-6735,action
P03_09,What did he do with the squash?,I don't know,00:03:38.68-00:03:40.02,13120-13201,action
P03_02,What all does he squeeze?,I don't know,00:01:57.84-00:01:58.68,7070-7120,noun
P02_04,What did he do with the knife?,I don't know,00:04:39.20-00:04:40.60,16752-16836,action
P03_09,What all does he grab-up?,I don't know,00:00:23.56-00:00:25.30,1413-1518,noun
P02_01,What all does he put?,I don't know,00:03:32.36-00:03:44.69,12741-13481,noun
P03_09,What did he do with the plug?,I don't know,00:03:32.17-00:03:33.83,12730-12829,action
P03_09,What did he do with the bottle?,I don't know,00:05:18.33-00:05:19.26,19099-19155,action
P03_09,What did he do with the kitchen towel?,I don't know,00:04:15.94-00:04:25.06,15356-15903,action
P01_04,What did he do with the cereal bag?,I don't know,00:01:09.29-00:01:11.79,4157-4307,action
P03_09,What all does he spread?,I don't know,00:01:23.74-00:01:24.69,5024-5081,noun
P02_04,What did he do with the pot?,I don't know,00:06:41.87-00:06:42.37,24112-24142,action
P02_04,What all does he wash?,I don't know,00:05:43.47-00:05:44.47,20608-20668,noun
P01_07,What did he do with the cupboard?,close,00:02:12.80-00:02:14.21,7968-8052,action
P03_09,What did he do with the fork?,I don't know,00:08:09.81-00:08:10.59,29388-29435,action
P03_02,What did he do with the rubbish?,I don't know,00:02:02.16-00:02:06.28,7329-7576,action
P02_04,What did he do with the spoon?,I don't know,00:01:28.75-00:01:40.00,5325-6000,action
P02_04,What did he do with the fridge?,I don't know,00:04:08.72-00:04:14.43,14923-15265,action
P03_09,What did he do with the excess butter?,I don't know,00:10:17.28-00:10:18.12,37036-37087,action
P03_09,What did he do with the hand?,I don't know,00:06:28.10-00:06:29.03,23286-23341,action
P01_06,What did he do with the tablecloth?,I don't know,00:05:47.07-00:06:00.01,20824-21600,action
P01_02,What did he do with the cloth?,I don't know,00:05:33.31-00:05:34.06,19998-20043,action
P03_02,What did he do with the cleaning liquid?,I don't know,00:06:08.34-00:06:11.69,22100-22301,action
P03_02,What did he do with the tap?,I don't know,00:03:00.13-00:03:00.83,10807-10849,action
P02_04,What did he do with the drawer?,I don't know,00:05:27.88-00:05:28.88,19672-19732,action
P02_01,What did he do with the filter?,I don't know,00:02:47.39-00:02:48.02,10043-10081,action
P01_06,What all does he turn-on?,I don't know,00:01:58.90-00:02:01.98,7134-7318,noun
P01_06,What all does he empty?,I don't know,00:00:21.11-00:00:22.47,1266-1348,noun
P03_09,What did he do with the knife?,I don't know,00:05:54.32-00:05:57.26,21259-21435,action
P01_02,What did he do with the leftover?,I don't know,00:01:53.35-00:01:55.98,6801-6958,action
P02_04,What all does he pick?,I don't know,00:04:58.39-00:04:59.40,17903-17964,noun
P01_02,What all does he drink?,I don't know,00:05:33.31-00:05:34.06,19998-20043,noun
P02_01,What all does he walk-to?,I don't know,00:00:09.99-00:00:11.95,599-717,noun
P01_06,What all does he take?,fruit,00:00:28.69-00:00:30.69,1721-1841,noun
P02_04,What did he do with the drawer?,I don't know,00:06:25.37-00:06:33.78,23122-23626,action
P03_09,What did he do with the plug?,I don't know,00:09:01.20-00:09:02.20,32472-32532,action
P03_02,What all does he grab?,I don't know,00:00:04.80-00:00:05.77,288-346,noun
P03_09,What all does he shake?,I don't know,00:09:17.45-00:09:20.95,33447-33657,noun
P01_02,What did he do with the saucepan?,I don't know,00:01:06.61-00:01:07.63,3996-4057,action
P01_06,What did he do with the bottle?,I don't know,00:02:55.10-00:02:56.51,10506-10590,action
P01_02,What all does he wipe?,I don't know,00:00:05.07-00:00:06.84,304-410,noun
P01_03,What did he do with the drawer?,I don't know,00:00:24.77-00:00:25.93,1486-1555,action
P02_04,What all does he wear?,I don't know,00:05:27.88-00:05:28.88,19672-19732,noun
P03_02,What did he do with the lunch box?,I don't know,00:05:57.61-00:06:03.26,21456-21795,action
P03_09,What all does he cut?,I don't know,00:08:23.61-00:08:25.31,30216-30318,noun
P03_09,What all does he slice?,I don't know,00:03:17.51-00:03:18.58,11850-11914,noun
P03_02,What did he do with the bin bag?,I don't know,00:01:35.88-00:01:37.63,5752-5857,action
P02_01,What did he do with the fridge?,I don't know,00:01:34.62-00:01:36.02,5677-5761,action
P01_06,What did he do with the fruit?,I don't know,00:06:47.09-00:06:48.44,24425-24506,action
P02_04,What all does he put?,I don't know,00:03:30.86-00:03:33.90,12651-12834,noun
P02_04,What did he do with the water?,I don't know,00:03:39.26-00:03:41.01,13155-13260,action
P01_02,What did he do with the water?,I don't know,00:07:25.95-00:07:27.33,26757-26839,action
P03_09,What all does he test?,I don't know,00:09:21.30-00:09:29.30,33678-34158,noun
P01_02,What all does he pour?,I don't know,00:08:14.65-00:08:17.15,29679-29829,noun
P02_04,What did he do with the pot?,I don't know,00:06:21.47-00:06:23.75,22888-23025,action
P03_02,What did he do with the bin?,I don't know,00:01:29.32-00:01:30.17,5359-5410,action
P03_02,What did he do with the bag?,I don't know,00:01:11.73-00:01:12.35,4303-4341,action
P01_04,What all does he open?,I don't know,00:01:40.49-00:01:41.99,6029-6119,noun
P01_02,What did he do with the liquid?,I don't know,00:05:27.80-00:05:33.75,19668-20025,action
P02_01,What did he do with the mug?,I don't know,00:01:07.56-00:01:09.13,4053-4147,action
P03_09,What did he do with the bottle?,I don't know,00:09:37.23-00:09:41.22,34633-34873,action
P02_04,What did he do with the tap?,I don't know,00:04:22.66-00:04:26.81,15759-16008,action
P03_09,What all does he spread?,I don't know,00:10:18.82-00:10:21.21,37129-37272,noun
P03_02,What all does he turn-off?,I don't know,00:00:06.36-00:00:07.18,381-430,noun
P01_07,What did he do with the fry pan?,I don't know,00:02:22.35-00:02:23.98,8541-8638,action
P03_09,What did he do with the bread?,I don't know,00:06:16.93-00:06:17.68,22615-22660,action
P01_03,What did he do with the drawer?,I don't know,00:00:48.03-00:00:49.25,2881-2955,action
P03_09,What all does he put-in?,I don't know,00:00:15.08-00:00:15.83,904-949,noun
P02_04,What did he do with the tupperware?,I don't know,00:03:17.88-00:03:22.26,11872-12135,action
P02_04,What did he do with the jar?,I don't know,00:01:09.49-00:01:10.99,4169-4259,action
P03_02,What did he do with the sandwich?,I don't know,00:04:30.36-00:04:31.86,16221-16311,action
P03_09,What did he do with the measuring cup?,I don't know,00:05:10.01-00:05:15.97,18600-18958,action
P02_04,What did he do with the pasta?,I don't know,00:04:18.20-00:04:19.40,15492-15563,action
P01_06,What all does he empty?,I don't know,00:01:00.90-00:01:02.09,3654-3725,noun
P03_09,What all does he put?,I don't know,00:10:15.90-00:10:16.47,36954-36988,noun
P01_07,What did he do with the spoon?,I don't know,00:00:32.42-00:00:34.33,1945-2059,action
P02_04,What did he do with the glass?,I don't know,00:06:16.01-00:06:17.34,22560-22640,action
P01_07,What did he do with the glass?,I don't know,00:00:28.47-00:00:31.64,1708-1898,action
P03_09,What did he do with the bowl?,I don't know,00:00:12.42-00:00:14.48,745-868,action
P02_04,What all does he pick-up?,I don't know,00:03:58.32-00:03:59.07,14299-14344,noun
P02_04,What did he do with the plate?,I don't know,00:03:29.81-00:03:30.66,12588-12639,action
P01_06,What did he do with the plate?,I don't know,00:00:21.11-00:00:22.47,1266-1348,action
P03_02,What all does he turn-on?,I don't know,00:00:06.49-00:00:07.18,389-430,noun
P02_01,What did he do with the mug?,I don't know,00:01:36.89-00:01:38.99,5813-5939,action
P02_04,What all does he get?,jar,00:00:52.95-00:00:53.93,3177-3235,noun
P03_02,What did he do with the side?,I don't know,00:04:54.93-00:05:02.21,17695-18132,action
P02_04,What did he do with the mesh strainer?,I don't know,00:04:07.62-00:04:08.73,14857-14923,action
P01_02,What did he do with the container?,I don't know,00:01:31.48-00:01:35.73,5488-5743,action
P01_07,What all does he switch-on?,I don't know,00:01:57.70-00:02:00.98,7062-7258,noun
P01_02,What all does he drink?,I don't know,00:07:45.83-00:07:47.33,27949-28039,noun
P01_02,What all does he take?,sponge,00:05:25.07-00:05:27.20,19504-19632,noun
P03_09,What all does he pour?,I don't know,00:03:13.97-00:03:14.76,11638-11685,noun
P01_06,What all does he throw?,I don't know,00:04:59.91-00:05:08.63,17994-18517,noun
P02_04,What all does he pick-up?,I don't know,00:00:42.50-00:00:43.25,2550-2595,noun
P03_02,What did he do with the tap?,I don't know,00:06:32.56-00:06:34.59,23553-23675,action
P03_09,What all does he open?,I don't know,00:00:15.77-00:00:16.72,946-1003,noun
P01_06,What all does he wash?,I don't know,00:02:23.25-00:02:25.85,8595-8751,noun
P02_04,What all does he shake?,I don't know,00:04:00.15-00:04:01.03,14409-14461,noun
P01_04,What did he do with the sink?,I don't know,00:00:37.33-00:00:38.81,2239-2328,action
P03_09,What did he do with the lunch box?,I don't know,00:01:16.57-00:01:18.76,4594-4725,action
P01_02,What all does he pour?,I don't know,00:07:04.49-00:07:05.83,25469-25549,noun
P02_01,What all does he hold?,I don't know,00:00:13.30-00:00:16.59,798-995,noun
P01_06,What did he do with the saucepan?,I don't know,00:05:44.05-00:05:45.00,20643-20700,action
P01_06,What did he do with the hand?,I don't know,00:02:05.08-00:02:07.32,7504-7639,action
P03_02,What did he do with the sponge?,I don't know,00:02:29.10-00:02:30.24,8946-9014,action
P03_09,Where did he put the cutting board?,I don't know,00:04:25.23-00:04:28.04,15913-16082,interaction2
P01_02,What all does he rinse?,cutting board,00:05:10.05-00:05:19.15,18603-19149,noun
P02_04,What all does he pick?,I don't know,00:06:37.82-00:06:39.09,23869-23945,noun
P02_04,What all does he get?,I don't know,00:02:36.88-00:02:39.28,9412-9556,noun
P03_09,What all does he put-up?,I don't know,00:08:11.74-00:08:13.76,29504-29625,noun
P03_09,What did he do with the sandwich?,I don't know,00:00:08.24-00:00:10.16,494-609,action
P01_02,What did he do with the cutting board?,I don't know,00:04:22.51-00:04:30.91,15750-16254,action
P03_02,What all does he test?,I don't know,00:03:31.96-00:03:33.21,12717-12792,noun
P01_06,What all does he wipe?,I don't know,00:00:22.01-00:00:23.44,1320-1406,noun
P01_02,What did he do with the lid?,I don't know,00:01:22.91-00:01:28.34,4974-5300,action
P02_04,What all does he get?,I don't know,00:06:20.09-00:06:20.70,22805-22842,noun
P03_09,What did he do with the excess butter?,I don't know,00:00:05.48-00:00:05.98,328-358,action
P03_09,What did he do with the water?,I don't know,00:02:49.98-00:02:50.49,10198-10229,action
P01_06,What did he do with the colander?,I don't know,00:07:49.24-00:07:50.26,28154-28215,action
P03_02,What did he do with the cupboard?,I don't know,00:00:06.36-00:00:07.18,381-430,action
P03_09,What all does he clean?,I don't know,00:06:40.22-00:06:42.28,24013-24136,noun
P03_09,What did he do with the saucepan?,I don't know,00:03:32.17-00:03:33.83,12730-12829,action
P03_02,What did he do with the rubbish?,I don't know,00:01:28.03-00:01:29.19,5281-5351,action
P03_09,What did he do with the washing machine?,I don't know,00:00:39.33-00:00:41.11,2359-2466,action
P02_04,What all does he pick-up?,I don't know,00:01:01.17-00:01:04.00,3670-3840,noun
P01_04,What did he do with the tap?,I don't know,00:00:18.91-00:00:20.16,1134-1209,action
P01_02,What did he do with the top?,I don't know,00:04:13.77-00:04:21.44,15226-15686,action
P03_09,What did he do with the butter?,I don't know,00:02:32.49-00:02:36.88,9149-9412,action
P02_04,What did he do with the plate?,pick-up,00:05:23.28-00:05:24.13,19396-19447,action
P03_02,What all does he put-in?,I don't know,00:06:32.56-00:06:34.59,23553-23675,noun
P03_02,What all does he put?,I don't know,00:02:29.10-00:02:30.24,8946-9014,noun
P03_09,Where did he put the measuring cup?,I don't know,00:04:43.00-00:04:44.18,16980-17050,interaction2
P02_04,What did he do with the knife?,I don't know,00:06:24.42-00:06:25.44,23065-23126,action
P03_02,What all does he get?,I don't know,00:00:48.00-00:00:49.25,2880-2955,noun
P01_03,What did he do with the spoon?,I don't know,00:00:18.54-00:00:19.25,1112-1155,action
P03_02,What all does he wipe?,I don't know,00:02:32.24-00:02:34.20,9134-9252,noun
P03_02,What did he do with the bottle?,I don't know,00:01:01.69-00:01:02.63,3701-3757,action
P03_02,What all does he place?,I don't know,00:02:21.24-00:02:26.39,8474-8783,noun
P03_02,What all does he pour-out?,I don't know,00:03:56.52-00:03:57.25,14191-14235,noun
P03_09,What did he do with the plug?,I don't know,00:00:14.52-00:00:15.02,871-901,action
P03_02,What all does he clean?,I don't know,00:01:44.80-00:01:45.65,6288-6339,noun
P01_03,What did he do with the tablecloth?,I don't know,00:00:48.03-00:00:49.25,2881-2955,action
P01_03,What did he do with the spoon?,I don't know,00:00:30.48-00:00:33.39,1828-2003,action
P03_09,What did he do with the fork?,I don't know,00:04:46.53-00:04:55.32,17191-17719,action
P03_09,What did he do with the measuring cup?,I don't know,00:03:30.00-00:03:30.85,12600-12651,action
P03_09,What did he do with the spatula?,I don't know,00:02:02.00-00:02:07.28,7320-7636,action
P01_06,What all does he hang?,I don't know,00:01:56.17-00:01:57.26,6970-7035,noun
P02_04,What all does he wash?,I don't know,00:06:41.87-00:06:42.37,24112-24142,noun
P01_02,What did he do with the bottle?,I don't know,00:04:59.67-00:05:00.45,17980-18027,action
P03_09,What did he do with the food?,I don't know,00:00:08.24-00:00:10.16,494-609,action
P01_07,What all does he switch-on?,I don't know,00:02:08.26-00:02:09.52,7695-7771,noun
P03_09,What did he do with the hand?,I don't know,00:00:26.90-00:00:28.15,1614-1689,action
P03_09,What did he do with the lunch box?,I don't know,00:02:02.00-00:02:07.28,7320-7636,action
P03_09,What did he do with the kitchen towel?,I don't know,00:10:15.90-00:10:16.47,36954-36988,action
P03_02,What all does he push?,I don't know,00:06:17.73-00:06:18.46,22663-22707,noun
P02_04,What did he do with the glove?,I don't know,00:02:57.44-00:02:59.16,10646-10749,action
P03_02,What did he do with the kitchen towel?,I don't know,00:02:07.71-00:02:10.91,7662-7854,action
P03_09,What did he do with the sponge?,I don't know,00:00:26.90-00:00:28.15,1614-1689,action
P01_06,What all does he wipe?,I don't know,00:02:28.63-00:02:34.04,8917-9242,noun
P01_02,What all does he squeeze?,I don't know,00:05:49.04-00:05:59.01,20942-21540,noun
P01_02,What all does he open?,I don't know,00:04:12.43-00:04:13.91,15145-15234,noun
P03_09,What did he do with the fork?,I don't know,00:00:51.55-00:00:52.55,3093-3153,action
P03_09,What did he do with the knife?,I don't know,00:06:14.83-00:06:15.58,22489-22534,action
P03_09,What did he do with the cupboard?,I don't know,00:01:05.01-00:01:06.84,3900-4010,action
P02_04,What all does he pick-up?,spoon,00:02:48.56-00:02:49.31,10113-10158,noun
P03_09,What did he do with the cutting board?,I don't know,00:08:23.61-00:08:25.31,30216-30318,action
P03_09,What did he do with the bread?,I don't know,00:00:34.50-00:00:35.99,2070-2159,action
P02_04,What did he do with the mug?,I don't know,00:00:51.25-00:00:52.60,3075-3156,action
P01_02,What did he do with the colander?,I don't know,00:00:34.64-00:00:35.70,2078-2142,action
P01_07,What did he do with the light?,I don't know,00:02:08.26-00:02:09.52,7695-7771,action
P01_02,What did he do with the pan?,I don't know,00:00:50.89-00:01:00.52,3053-3631,action
P03_02,What all does he squeeze?,I don't know,00:02:48.55-00:02:49.38,10113-10162,noun
P01_06,What did he do with the rack?,I don't know,00:02:41.69-00:02:50.88,9701-10252,action
P02_01,What did he do with the water?,I don't know,00:02:28.33-00:02:29.08,8899-8944,action
P02_04,What all does he wash?,I don't know,00:06:50.90-00:06:57.72,24654-25063,noun
P03_02,What did he do with the bin bag?,I don't know,00:06:36.57-00:06:37.52,23794-23851,action
P01_02,What did he do with the knife?,I don't know,00:00:28.71-00:00:30.18,1722-1810,action
P02_01,What all does he return?,I don't know,00:02:01.53-00:02:02.76,7291-7365,noun
P02_04,What did he do with the glass?,I don't know,00:05:33.81-00:05:34.73,20028-20083,action
P03_09,What did he put in the fridge?,lunch box,00:03:20.40-00:03:23.08,12024-12184,interaction1
P02_04,What did he do with the knife?,I don't know,00:05:39.53-00:05:40.28,20371-20416,action
P02_04,What did he do with the chopping board?,I don't know,00:06:24.42-00:06:25.44,23065-23126,action
P01_02,What did he do with the bin?,I don't know,00:01:00.45-00:01:03.42,3627-3805,action
P01_07,What all does he throw?,I don't know,00:01:24.32-00:01:25.19,5059-5111,noun
P01_02,What did he do with the drawer?,I don't know,00:00:28.71-00:00:30.18,1722-1810,action
P01_02,What did he do with the pan?,I don't know,00:02:53.74-00:02:55.49,10424-10529,action
P02_01,What all does he fill?,I don't know,00:02:15.04-00:02:16.29,8102-8177,noun
P01_06,What did he do with the bottle?,I don't know,00:06:09.93-00:06:21.00,22195-22860,action
P01_06,What did he do with the counter?,I don't know,00:04:47.11-00:04:48.36,17226-17301,action
P02_01,What all does he walk-to?,I don't know,00:01:04.48-00:01:05.87,3868-3952,noun
P03_02,What all does he grab?,I don't know,00:06:30.32-00:06:32.07,23419-23524,noun
P02_04,What all does he squeeze?,I don't know,00:02:51.81-00:02:53.31,10308-10398,noun
P03_09,What did he do with the tap?,I don't know,00:00:47.66-00:00:51.17,2859-3070,action
P03_09,What did he do with the liquid?,I don't know,00:09:01.20-00:09:02.20,32472-32532,action
P03_09,What did he do with the cutting board?,I don't know,00:09:39.94-00:09:51.47,34796-35488,action
P01_07,What all does he pour?,I don't know,00:02:15.62-00:02:16.60,8137-8196,noun
P02_04,What did he do with the tupperware?,I don't know,00:04:39.20-00:04:40.60,16752-16836,action
P02_04,What did he do with the mesh strainer?,I don't know,00:00:59.18-00:01:00.05,3550-3603,action
P02_04,What did he do with the fridge?,I don't know,00:05:27.88-00:05:28.88,19672-19732,action
P01_02,What did he do with the top?,I don't know,00:08:13.80-00:08:19.25,29628-29955,action
P02_04,What did he do with the broccoli?,I don't know,00:03:28.07-00:03:28.76,12484-12525,action
P03_02,What all does he rinse?,I don't know,00:04:24.94-00:04:27.49,15896-16049,noun
P03_09,What all does he turn-off?,I don't know,00:09:02.19-00:09:06.15,32531-32769,noun
P03_09,What did he do with the lunch box?,I don't know,00:01:13.12-00:01:15.19,4387-4511,action
P03_09,What all does he fill?,I don't know,00:10:10.57-00:10:11.32,36634-36679,noun
P01_02,What did he do with the spoon?,I don't know,00:00:24.02-00:00:25.25,1441-1515,action
P01_02,What all does he take?,I don't know,00:02:55.36-00:02:56.45,10521-10587,noun
P01_06,Where did he throw the leftover?,I don't know,00:05:19.84-00:05:21.70,19190-19302,interaction2
P03_09,What all does he open-up?,I don't know,00:00:44.39-00:00:46.25,2663-2775,noun
P03_02,What all does he close?,I don't know,00:01:12.69-00:01:16.19,4361-4571,noun
P02_01,What did he do with the water filter?,I don't know,00:02:49.64-00:02:50.39,10178-10223,action
P02_04,What all does he close?,drawer,00:00:54.03-00:00:54.85,3241-3291,noun
P01_03,What did he do with the cereal?,I don't know,00:00:06.57-00:00:08.42,394-505,action
P02_04,What did he do with the strainer?,I don't know,00:02:48.56-00:02:49.31,10113-10158,action
P02_01,What did he do with the cereal?,I don't know,00:01:22.38-00:01:22.93,4942-4975,action
P01_06,What did he do with the counter?,I don't know,00:02:39.70-00:02:40.44,9582-9626,action
P03_02,What all does he open?,I don't know,00:00:26.30-00:00:29.84,1578-1790,noun
P02_04,What all does he hold?,I don't know,00:01:00.15-00:01:01.07,3609-3664,noun
P03_09,What did he do with the cheese?,I don't know,00:01:11.42-00:01:12.78,4285-4366,action
P01_06,Where did he put the knife?,rack,00:05:27.03-00:05:28.40,19621-19704,interaction2
P03_02,What did he do with the bottle?,I don't know,00:00:57.00-00:00:58.07,3420-3484,action
P01_06,What all does he take?,I don't know,00:06:05.22-00:06:06.21,21913-21972,noun
P02_04,What all does he remove?,I don't know,00:03:41.67-00:03:42.71,13300-13362,noun
P01_06,What all does he empty?,saucepan,00:02:55.10-00:02:56.51,10506-10590,noun
P03_09,What did he do with the cupboard?,I don't know,00:09:13.60-00:09:16.35,33216-33381,action
P01_02,What all does he put-down?,I don't know,00:00:30.20-00:00:32.45,1812-1947,noun
P03_09,What did he do with the plug?,I don't know,00:01:11.42-00:01:12.78,4285-4366,action
P03_09,What did he do with the tap?,I don't know,00:08:13.84-00:08:14.79,29630-29687,action
P01_02,What did he do with the top?,I don't know,00:00:10.13-00:00:18.13,607-1087,action
P03_09,What did he do with the liquid?,I don't know,00:04:43.00-00:04:44.18,16980-17050,action
P02_01,What all does he empty?,I don't know,00:01:34.62-00:01:36.02,5677-5761,noun
P01_02,What did he do with the rag?,I don't know,00:04:38.90-00:04:45.87,16734-17152,action
P02_04,What did he do with the tupperware?,I don't know,00:00:50.35-00:00:51.15,3021-3069,action
P02_01,What did he do with the milk?,I don't know,00:01:50.49-00:01:51.08,6629-6664,action
P03_09,What all does he turn-off?,I don't know,00:10:10.57-00:10:11.32,36634-36679,noun
P03_02,What all does he pour?,I don't know,00:00:03.29-00:00:04.26,197-255,noun
P01_06,What all does he fold?,I don't know,00:02:03.72-00:02:04.83,7423-7489,noun
P02_04,What all does he close?,I don't know,00:00:14.50-00:00:15.92,870-955,noun
P01_06,Where did he put the cutting board?,I don't know,00:05:27.03-00:05:28.40,19621-19704,interaction2
P01_04,What did he do with the sink?,I don't know,00:01:09.29-00:01:11.79,4157-4307,action
P01_02,What all does he put-down?,I don't know,00:06:44.28-00:06:47.51,24256-24450,noun
P03_02,What did he do with the lunch box?,I don't know,00:03:57.47-00:04:07.85,14248-14871,action
P01_02,What did he do with the grater?,I don't know,00:04:50.08-00:04:51.44,17404-17486,action
P02_04,What all does he wear?,I don't know,00:00:47.99-00:00:48.65,2879-2919,noun
P01_07,What did he do with the fridge?,I don't know,00:01:17.55-00:01:20.89,4653-4853,action
P01_06,What did he do with the liquid?,I don't know,00:07:49.58-00:07:53.21,28174-28392,action
P01_02,What all does he dry?,I don't know,00:08:13.80-00:08:19.25,29628-29955,noun
P02_04,What did he do with the press?,I don't know,00:05:23.28-00:05:24.13,19396-19447,action
P01_07,What did he do with the cutlery?,I don't know,00:02:03.65-00:02:05.26,7419-7515,action
P01_02,What did he do with the fork?,take,00:04:55.47-00:04:56.22,17728-17773,action
P02_01,What did he do with the spoon?,I don't know,00:00:17.43-00:00:18.44,1045-1106,action
P01_02,What all does he put?,I don't know,00:08:02.12-00:08:03.47,28927-29008,noun
P03_02,What did he do with the kitchen towel?,I don't know,00:01:58.95-00:01:59.97,7137-7198,action
