video_id,question_about_action,noun,answer,time,frames
P22_07,What did he do with the pot holder,holder:pot,get,00:30:49.35-00:30:52.28,110961-111136
P22_07,What did he do with the potato peeler,peeler:potato,"pick-up,pick-up,lather,rinse,put-down","00:08:12.16-00:08:13.41,00:16:04.87-00:16:05.56,00:17:06.04-00:17:10.20,00:17:56.75-00:17:59.06,00:17:58.98-00:17:59.95","29529-29604,57892-57933,61562-61812,64605-64743,64738-64797"
P22_07,What did he do with the rack,rack,"take,put","00:30:19.17-00:30:20.17,00:30:20.43-00:30:22.87","109150-109210,109225-109372"
P22_07,What did he do with the rag,rag,"put-down,put,put-down,get","00:02:08.32-00:02:09.84,00:25:34.12-00:25:36.33,00:30:26.72-00:30:27.72,00:30:52.38-00:30:54.50","7699-7790,92047-92179,109603-109663,111142-111270"
P22_07,What did he do with the refrigerator,refrigerator,open,00:07:36.20-00:07:37.19,27372-27431
P22_07,What did he do with the rind,rind,toss,00:16:10.86-00:16:11.86,58251-58311
P22_07,What did he do with the roll,roll,move,00:18:40.60-00:18:42.25,67236-67335
P22_07,What did he do with the rug,rug,put-down,00:28:37.30-00:28:38.05,103038-103083
P22_07,What did he do with the sachet,sachet,open,00:13:28.13-00:13:30.63,48487-48637
P22_07,What did he do with the salt,salt,"grab,grab,open,pour,close,shake,open,pour,close,put-down,pick-up,open,pour,put,pour,put,put","00:12:20.11-00:12:21.15,00:12:20.29-00:12:20.97,00:12:21.49-00:12:22.73,00:12:26.65-00:12:31.68,00:12:31.52-00:12:33.05,00:12:32.81-00:12:36.80,00:12:36.68-00:12:37.54,00:12:37.62-00:12:40.56,00:12:40.49-00:12:41.41,00:12:41.26-00:12:42.05,00:19:48.20-00:19:48.90,00:19:58.48-00:20:00.65,00:20:00.81-00:20:08.75,00:20:09.09-00:20:09.69,00:20:09.47-00:20:12.50,00:20:12.60-00:20:15.42,00:20:39.67-00:20:41.06","44406-44469,44417-44458,44489-44563,44799-45100,45091-45183,45168-45408,45400-45452,45457-45633,45629-45684,45675-45723,71292-71334,71908-72039,72048-72525,72545-72581,72568-72750,72756-72925,74380-74463"
P22_07,What did he do with the scale,scale,"pick-up,place,turn-on,turn-on,move,move,set-down","00:13:14.20-00:13:15.53,00:13:15.85-00:13:17.26,00:13:27.04-00:13:28.03,00:13:56.13-00:13:57.33,00:19:05.76-00:19:09.68,00:19:11.41-00:19:12.35,00:21:43.19-00:21:44.94","47652-47731,47751-47835,48422-48481,50167-50239,68745-68980,69084-69141,78191-78296"
P22_07,What did he do with the scrap,scrap,"pick-up,throw-away,pick-up,pick-up","00:04:42.94-00:04:47.44,00:04:49.55-00:04:53.48,00:16:06.07-00:16:06.72,00:16:06.82-00:16:08.78","16976-17246,17373-17608,57964-58003,58009-58126"
P22_07,What did he do with the silverware,silverware,pick-up,00:23:51.17-00:23:56.36,85870-86181
P22_07,What did he do with the sink,sink,"clean,rinse,rinse","00:18:07.39-00:18:09.75,00:30:32.11-00:30:34.58,00:30:33.84-00:30:40.13","65243-65385,109926-110074,110030-110407"
P22_07,What did he do with the soap,soap,"put-on,put-on","00:01:21.63-00:01:23.63,00:27:45.72-00:27:46.80","4897-5017,99943-100008"
P22_07,What did he do with the soap spoon,spoon:soap,lather,00:21:51.85-00:21:55.06,78711-78903
P22_07,What did he do with the spice,spice,"pick-up,pour,close,put-down","00:12:53.75-00:12:55.27,00:12:56.87-00:12:59.62,00:12:59.72-00:13:00.95,00:13:01.07-00:13:01.92","46425-46516,46612-46777,46783-46857,46864-46915"
P22_07,What did he do with the sponge,sponge,"pick-up,rinse,put-down,pick-up,rinse,rinse,rinse,take,wash,rinse,pick-up,rinse,rinse,put-down,put-down","00:01:13.83-00:01:14.71,00:01:13.88-00:01:18.38,00:01:18.10-00:01:19.23,00:01:20.36-00:01:20.93,00:01:20.90-00:01:21.53,00:01:25.86-00:01:26.40,00:16:47.53-00:16:48.99,00:26:08.59-00:26:09.71,00:26:10.66-00:26:11.56,00:26:41.39-00:26:44.37,00:26:52.17-00:26:52.97,00:28:25.79-00:28:27.15,00:28:27.25-00:28:28.59,00:28:28.69-00:28:29.39,00:28:29.89-00:28:30.56","4429-4482,4432-4702,4686-4753,4821-4855,4854-4891,5151-5184,60451-60539,94115-94182,94239-94293,96083-96262,96730-96778,102347-102429,102435-102515,102521-102563,102593-102633"
P22_07,What did he do with the spoon,spoon,"pick-up,put,pick-up,rinse,put,pick-up,pick","00:19:51.00-00:19:55.19,00:20:23.58-00:20:34.49,00:20:37.42-00:20:38.37,00:21:55.49-00:22:00.07,00:22:00.91-00:22:02.17,00:32:37.31-00:32:38.06,00:35:31.70-00:35:32.79","71460-71711,73414-74069,74245-74302,78929-79204,79254-79330,117438-117483,127901-127967"
P22_07,What did he do with the steel wool,wool:steel,rinse,00:18:10.87-00:18:12.04,65452-65522
P22_07,What did he do with the stove,stove,"adjust,adjust,light,light,turn-off,clean,turn-on,turn-on,set-up","00:16:29.49-00:16:31.26,00:16:38.65-00:16:44.49,00:18:32.07-00:18:35.72,00:21:30.27-00:21:31.41,00:24:06.58-00:24:07.35,00:28:42.87-00:28:47.82,00:31:40.32-00:31:41.54,00:31:41.64-00:31:42.64,00:35:44.48-00:35:45.95","59369-59475,59919-60269,66724-66943,77416-77484,86794-86841,103372-103669,114019-114092,114098-114158,128668-128756"
P22_07,What did he do with the support,support,"pick-up,put-down,lather,rinse,put-down,pick-up,dry,insert","00:27:10.94-00:27:11.86,00:27:16.56-00:27:17.40,00:27:48.93-00:27:53.06,00:27:54.63-00:28:04.27,00:28:04.37-00:28:05.36,00:29:51.44-00:29:54.19,00:29:55.05-00:29:59.00,00:29:59.40-00:30:04.07","97856-97911,98193-98244,100135-100383,100477-101056,101062-101121,107486-107651,107703-107940,107964-108244"
P22_07,What did he do with the table,table,"wash,wash,clean,clean","00:22:23.15-00:22:32.84,00:22:33.49-00:22:36.64,00:22:36.74-00:22:39.28,00:22:55.00-00:23:02.01","80589-81170,81209-81398,81404-81556,82500-82920"
P22_07,What did he do with the tap,tap,"open,open,open,adjust,open,close,open,open,close,open,close,open,close,close,open,open,close,open,close,open,close,turn-on,turn-off,open,close,open,open,close,open,close,turn,turn,open,close,open,open,close,open,open,close,turn-on,turn-off,open,move,close,turn-on,turn-off","00:01:07.70-00:01:08.29,00:01:24.79-00:01:25.66,00:01:36.44-00:01:37.68,00:01:40.31-00:01:41.13,00:03:18.80-00:03:19.48,00:03:22.70-00:03:23.44,00:04:35.42-00:04:36.48,00:06:04.41-00:06:05.16,00:06:06.45-00:06:07.09,00:07:51.90-00:07:53.03,00:07:58.72-00:07:59.77,00:09:37.35-00:09:38.09,00:09:39.36-00:09:39.86,00:14:37.57-00:14:38.50,00:16:45.43-00:16:47.15,00:17:24.52-00:17:25.47,00:18:05.00-00:18:05.66,00:18:10.05-00:18:10.62,00:18:13.28-00:18:13.83,00:18:14.34-00:18:15.32,00:18:16.36-00:18:16.89,00:21:49.94-00:21:50.78,00:21:59.92-00:22:00.52,00:22:45.33-00:22:46.15,00:22:48.66-00:22:49.68,00:23:08.05-00:23:09.51,00:25:00.16-00:25:01.13,00:25:03.92-00:25:04.86,00:25:14.24-00:25:14.96,00:25:27.60-00:25:28.10,00:26:09.81-00:26:10.56,00:26:11.60-00:26:12.40,00:26:40.37-00:26:41.41,00:26:44.15-00:26:44.82,00:27:46.77-00:27:47.64,00:27:53.06-00:27:54.53,00:28:31.52-00:28:32.03,00:29:09.68-00:29:10.31,00:29:17.14-00:29:18.39,00:29:18.83-00:29:19.59,00:30:31.03-00:30:32.11,00:30:39.00-00:30:39.57,00:31:01.85-00:31:04.62,00:31:04.38-00:31:05.39,00:31:16.56-00:31:17.31,00:36:06.97-00:36:08.42,00:36:09.61-00:36:10.78","4062-4097,5087-5139,5786-5860,6018-6067,11928-11968,12162-12206,16525-16588,21864-21909,21987-22025,28314-28381,28723-28786,34641-34685,34761-34791,52654-52710,60325-60429,62671-62728,65100-65139,65403-65437,65596-65629,65660-65719,65781-65813,78596-78646,79195-79231,81919-81969,82119-82180,83283-83370,90009-90067,90235-90291,90854-90897,91656-91686,94188-94233,94296-94344,96022-96084,96249-96289,100006-100058,100383-100471,102691-102721,104980-105018,105428-105503,105529-105575,109861-109926,110340-110374,111711-111877,111862-111923,112593-112638,130018-130105,130176-130246"
P22_07,What did he do with the teaspoon,teaspoon,"pick-up,clean,put,pick-up,put-down,clean,put-down","00:32:27.31-00:32:28.48,00:33:44.16-00:33:45.97,00:33:46.07-00:33:46.99,00:34:22.74-00:34:24.98,00:34:36.70-00:34:37.88,00:35:32.32-00:35:36.16,00:35:36.78-00:35:37.55","116838-116908,121449-121558,121564-121619,123764-123898,124601-124672,127939-128169,128206-128253"
P22_07,What did he do with the top,top,"clean,clean","00:28:58.80-00:29:02.47,00:28:59.88-00:29:03.01","104328-104548,104392-104580"
P22_07,What did he do with the towel,towel,take,00:25:37.09-00:25:37.82,92225-92269
P22_07,What did he do with the trash,trash,"open,close,open,close,open,close","00:00:13.44-00:00:14.38,00:00:14.88-00:00:15.57,00:04:48.33-00:04:49.46,00:04:53.55-00:04:54.09,00:09:33.27-00:09:34.33,00:09:36.24-00:09:36.89","806-862,892-934,17299-17367,17613-17645,34396-34459,34574-34613"
P22_07,What did he do with the trivet,trivet,"pick-up,put-down,arrange,arrange","00:23:36.19-00:23:36.82,00:23:38.40-00:23:39.65,00:23:39.85-00:23:44.94,00:23:45.12-00:23:47.40","84971-85009,85104-85179,85191-85496,85507-85644"
P22_07,What did he do with the water,water,"put-in,pour,pour,pour,pour,pour,pour,pour,mix,pick-up,put-down,pour,pick-up,pour,pour","00:14:14.91-00:14:17.54,00:14:31.38-00:14:34.28,00:14:34.13-00:14:36.93,00:19:17.40-00:19:20.18,00:19:19.83-00:19:23.60,00:19:22.44-00:19:25.62,00:19:26.87-00:19:29.21,00:19:36.48-00:19:37.40,00:20:16.21-00:20:18.01,00:24:42.84-00:24:44.34,00:24:44.58-00:24:45.83,00:31:05.49-00:31:09.26,00:34:39.85-00:34:41.18,00:34:41.19-00:34:44.94,00:34:46.74-00:34:48.74","51294-51452,52282-52456,52447-52615,69444-69610,69589-69816,69746-69937,70012-70152,70588-70644,72972-73080,88970-89060,89074-89149,111929-112155,124791-124870,124871-125096,125204-125324"
P22_07,What did he do with the wooden fork,fork:wooden,"pick-up,put-down,put-down,put","00:20:50.14-00:20:54.34,00:21:00.26-00:21:01.32,00:24:30.80-00:24:32.97,00:29:50.31-00:29:51.76","75008-75260,75615-75679,88248-88378,107418-107505"
P22_07,What did he do with the wooden spoon,spoon:wooden,"get,put-down,put-down,pick-up,put-down,grab,put,grab,put,grab,put,pick-up,put-down,pick-up,place,put-down,pick-up,put-down,move,put-down,put-down,pick-up,put-down,put-down,pick-up,put-down","00:07:20.60-00:07:27.60,00:07:33.19-00:07:34.11,00:08:07.59-00:08:08.50,00:10:05.19-00:10:05.90,00:10:09.96-00:10:10.76,00:11:40.88-00:11:41.58,00:11:49.03-00:11:50.39,00:11:50.10-00:11:50.69,00:11:51.94-00:11:55.01,00:12:08.99-00:12:09.76,00:12:19.30-00:12:20.18,00:12:42.30-00:12:43.70,00:12:52.34-00:12:53.06,00:13:02.42-00:13:03.27,00:13:07.87-00:13:08.54,00:14:01.98-00:14:02.68,00:15:12.76-00:15:13.90,00:15:18.92-00:15:20.60,00:15:40.35-00:15:41.35,00:15:51.74-00:15:52.65,00:19:00.15-00:19:01.08,00:21:20.38-00:21:21.52,00:21:24.19-00:21:24.97,00:24:09.89-00:24:11.92,00:32:07.40-00:32:08.94,00:35:58.04-00:35:59.04","26436-26856,27191-27246,29255-29310,36311-36354,36597-36645,42052-42094,42541-42623,42606-42641,42716-42900,43739-43785,44358-44410,45738-45822,46340-46383,46945-46996,47272-47312,50518-50560,54765-54834,55135-55236,56421-56481,57104-57159,68409-68464,76822-76891,77051-77098,86993-87115,115644-115736,129482-129542"
P22_08,What did he do with the bag,bag,"pick-up,fold,fold,put","00:12:40.51-00:12:41.38,00:12:42.01-00:12:48.99,00:12:49.09-00:12:50.82,00:12:54.90-00:12:55.55","45630-45682,45720-46139,46145-46249,46494-46533"
P22_08,What did he do with the basket,basket,open,00:13:28.32-00:13:29.26,48499-48555
P22_08,What did he do with the bottle,bottle,"pick-up,put-down","00:11:49.79-00:11:50.95,00:11:50.21-00:11:51.65","42587-42657,42612-42699"
P22_08,What did he do with the bowl,bowl,put-down,00:01:02.87-00:01:05.71,3772-3942
P22_08,What did he do with the box,box,"take,put-down","00:00:43.67-00:00:44.46,00:00:46.59-00:00:48.60","2620-2667,2795-2916"
P22_08,What did he do with the cabinet,cabinet,"open,close,open,close,open,close","00:00:59.97-00:01:02.86,00:01:06.41-00:01:08.19,00:07:56.87-00:07:58.78,00:07:59.74-00:08:00.56,00:09:05.20-00:09:05.70,00:09:06.90-00:09:07.40","3598-3771,3984-4091,28612-28726,28784-28833,32712-32742,32814-32844"
P22_08,What did he do with the cloth,cloth,"pick-up,rinse,wring,rinse,rinse,rinse,pick-up,rinse,rinse,rinse,put-down,pick-up,put,pick-up,put-down","00:09:14.75-00:09:15.37,00:09:15.22-00:09:17.67,00:09:15.69-00:09:17.17,00:09:22.89-00:09:24.27,00:09:27.72-00:09:29.13,00:09:30.11-00:09:31.44,00:10:58.88-00:10:59.51,00:10:59.72-00:11:02.81,00:11:08.77-00:11:09.84,00:11:42.49-00:11:43.33,00:11:53.80-00:11:55.55,00:11:56.21-00:11:57.00,00:12:21.41-00:12:22.28,00:12:57.56-00:12:58.24,00:14:06.44-00:14:08.02","33285-33322,33313-33460,33341-33430,33773-33856,34063-34147,34206-34286,39532-39570,39583-39768,40126-40190,42149-42199,42828-42933,42972-43020,44484-44536,46653-46694,50786-50881"
P22_08,What did he do with the coffee,coffee,"pick-up,open,place,pick-up,put-in,close,put-away,pour,pour,stir,stir","00:07:58.87-00:07:59.79,00:08:03.58-00:08:04.24,00:08:07.57-00:08:09.46,00:08:09.33-00:08:16.15,00:08:17.51-00:08:23.13,00:09:01.69-00:09:03.03,00:09:05.76-00:09:06.80,00:14:50.35-00:14:54.57,00:14:50.65-00:14:59.74,00:15:02.68-00:15:14.76,00:15:03.03-00:15:15.31","28732-28787,29014-29054,29254-29367,29359-29769,29850-30187,32501-32581,32745-32808,53421-53674,53439-53984,54160-54885,54181-54918"
P22_08,What did he do with the coffee cup,cup:coffee,"take,put-down,take,put-down,put-down","00:14:13.67-00:14:14.98,00:14:16.16-00:14:19.91,00:14:18.56-00:14:19.56,00:14:19.45-00:14:20.56,00:15:17.48-00:15:19.60","51220-51298,51369-51594,51513-51573,51567-51633,55048-55176"
P22_08,What did he do with the coffee maker,maker:coffee,"close,screw,pick-up,put-down","00:08:40.85-00:08:42.65,00:08:42.52-00:08:49.28,00:08:49.14-00:08:50.02,00:08:50.25-00:08:51.67","31251-31359,31351-31756,31748-31801,31815-31900"
P22_08,What did he do with the coffee pot,pot:coffee,open,00:07:36.85-00:07:43.11,27411-27786
P22_08,What did he do with the colander,colander,"move,grab,lather,put-down,put-down,rinse,rinse,put-down,move,move","00:00:58.89-00:01:00.20,00:03:12.17-00:03:13.67,00:03:14.52-00:03:19.69,00:03:19.31-00:03:20.06,00:03:33.56-00:03:34.23,00:04:48.00-00:04:57.56,00:04:48.01-00:04:57.56,00:04:57.27-00:04:58.52,00:05:03.43-00:05:04.12,00:05:44.87-00:05:46.66","3533-3612,11530-11620,11671-11981,11958-12003,12813-12853,17280-17853,17280-17853,17836-17911,18205-18247,20692-20799"
P22_08,What did he do with the container,container,"take,put-down","00:00:40.72-00:00:42.47,00:00:42.57-00:00:43.09","2443-2548,2554-2585"
P22_08,What did he do with the cooker,cooker,"light,adjust,turn-off","00:08:52.97-00:08:54.74,00:08:54.71-00:08:58.89,00:14:23.16-00:14:24.85","31978-32084,32082-32333,51789-51891"
P22_08,What did he do with the cup,cup,"put-down,take,put-down","00:01:05.26-00:01:06.59,00:14:09.63-00:14:11.30,00:14:11.57-00:14:12.94","3915-3995,50977-51078,51094-51176"
P22_08,What did he do with the cupboard,cupboard,"open,close,close","00:12:32.67-00:12:34.40,00:12:35.51-00:12:36.18,00:12:38.40-00:12:39.22","45160-45264,45330-45370,45504-45553"
P22_08,What did he do with the cutlery,cutlery,dry,00:00:16.90-00:00:19.01,1013-1140
P22_08,What did he do with the detergent,detergent,"move,move,pick-up,spray,spray,spray,spray,put,pick-up,put,put,pick-up,put","00:11:28.67-00:11:29.60,00:11:30.18-00:11:31.21,00:11:57.62-00:11:59.12,00:11:59.22-00:12:00.47,00:12:04.88-00:12:05.43,00:12:05.79-00:12:06.71,00:12:07.51-00:12:08.12,00:12:20.71-00:12:21.50,00:12:29.33-00:12:31.91,00:12:31.55-00:12:32.29,00:12:34.50-00:12:35.41,00:12:36.28-00:12:36.85,00:12:36.95-00:12:38.30","41320-41376,41410-41472,43057-43147,43153-43228,43492-43525,43547-43602,43650-43687,44442-44490,44959-45114,45093-45137,45270-45324,45376-45411,45417-45498"
P22_08,What did he do with the dishrag,dishrag,place,00:07:33.28-00:07:36.03,27196-27361
P22_08,What did he do with the drawer,drawer,"open,open,close,open,close,open,close,open,close,open,close,open,close","00:00:19.31-00:00:19.97,00:00:36.68-00:00:37.93,00:00:38.69-00:00:41.08,00:10:15.59-00:10:17.02,00:10:17.47-00:10:18.48,00:10:18.77-00:10:19.36,00:10:19.51-00:10:20.20,00:10:20.69-00:10:21.29,00:10:24.08-00:10:25.25,00:12:54.08-00:12:54.96,00:12:55.51-00:12:56.26,00:14:29.29-00:14:30.96,00:14:32.54-00:14:33.47","1158-1198,2200-2275,2321-2464,36935-37021,37048-37108,37126-37161,37170-37212,37241-37277,37444-37515,46444-46497,46530-46575,52157-52257,52352-52408"
P22_08,What did he do with the filter,filter,"pick-up,clean,insert,wash,empty,put-down","00:08:01.26-00:08:02.51,00:08:24.02-00:08:29.88,00:08:38.47-00:08:39.91,00:13:57.88-00:13:59.60,00:13:58.90-00:13:59.77,00:13:59.70-00:14:00.80","28875-28950,30241-30592,31108-31194,50272-50376,50334-50386,50382-50448"
P22_08,What did he do with the food residue,residue:food,take,00:13:38.37-00:13:42.62,49102-49357
P22_08,What did he do with the fork,fork,"take,put-down,put-down,grab,lather,put-down,grab,lather,put-down,rinse,rinse,rinse,put-down,put-down","00:00:24.86-00:00:25.83,00:00:26.03-00:00:27.17,00:01:22.71-00:01:23.65,00:03:45.49-00:03:46.99,00:03:46.86-00:03:47.84,00:03:47.77-00:03:48.49,00:03:48.74-00:03:49.87,00:03:49.78-00:03:51.07,00:03:50.99-00:03:51.91,00:05:05.87-00:05:07.24,00:05:09.77-00:05:11.98,00:05:13.13-00:05:14.38,00:05:14.06-00:05:15.12,00:05:14.14-00:05:15.31","1491-1549,1561-1630,4962-5019,13529-13619,13611-13670,13666-13709,13724-13792,13786-13864,13859-13914,18352-18434,18586-18718,18787-18862,18843-18907,18848-18918"
P22_08,What did he do with the gas stove,stove:gas,clean,00:12:58.00-00:13:09.07,46680-47344
P22_08,What did he do with the glass,glass,"pick-up,place,pick-up,pick-up,pick-up,lather,put-down,lather,rinse,put-down,pick-up,rinse,put-down","00:09:49.00-00:09:50.50,00:09:52.67-00:09:53.91,00:09:54.80-00:09:58.40,00:09:56.73-00:09:58.23,00:09:57.69-00:09:58.35,00:10:29.52-00:10:35.00,00:10:35.10-00:10:36.12,00:10:36.03-00:10:41.35,00:10:42.34-00:10:50.14,00:10:49.94-00:10:51.68,00:10:51.79-00:10:52.40,00:10:52.34-00:10:55.51,00:10:55.32-00:10:57.73","35340-35430,35560-35634,35688-35904,35803-35893,35861-35901,37771-38100,38106-38167,38161-38481,38540-39008,38996-39100,39107-39144,39140-39330,39319-39463"
P22_08,What did he do with the hand,hand,"dry,wash,rinse,rinse,rinse,rinse,rinse,dry,shake,rinse,rinse,shake,dry,rinse,rinse,rinse,dry,wash,dry","00:00:16.06-00:00:16.74,00:01:39.30-00:01:40.03,00:02:48.78-00:02:49.66,00:04:39.34-00:04:41.28,00:06:15.85-00:06:16.85,00:06:56.50-00:06:58.75,00:07:23.79-00:07:24.78,00:07:25.42-00:07:33.68,00:07:25.75-00:07:27.05,00:09:10.10-00:09:14.31,00:09:36.50-00:09:38.09,00:09:38.50-00:09:39.82,00:09:40.70-00:09:46.55,00:10:57.05-00:10:58.93,00:11:07.94-00:11:09.39,00:11:39.88-00:11:40.63,00:11:44.60-00:11:49.45,00:14:01.86-00:14:02.60,00:14:03.25-00:14:06.34","963-1004,5958-6001,10126-10179,16760-16876,22551-22611,24990-25125,26627-26686,26725-27220,26745-26823,33006-33258,34590-34685,34710-34789,34842-35193,39423-39535,40076-40163,41992-42037,42276-42567,50511-50556,50595-50780"
P22_08,What did he do with the hob,hob,clean,00:12:58.42-00:13:03.81,46705-47028
P22_08,What did he do with the jar,jar,"pick-up,put-down,pick-up,open,fill,rinse,rinse,rinse,rinse,put-down","00:01:09.04-00:01:10.04,00:01:09.86-00:01:11.19,00:02:16.59-00:02:17.51,00:02:17.45-00:02:18.60,00:02:18.44-00:02:20.23,00:02:23.25-00:02:32.84,00:02:32.94-00:02:40.76,00:02:40.86-00:02:45.28,00:02:45.38-00:02:47.05,00:02:47.32-00:02:48.68","4142-4202,4191-4271,8195-8250,8247-8316,8306-8413,8595-9170,9176-9645,9651-9916,9922-10023,10039-10120"
P22_08,What did he do with the knife,knife,put-down,00:00:21.77-00:00:22.36,1306-1341
P22_08,What did he do with the ladle,ladle,"rinse,put-down","00:05:15.89-00:05:18.34,00:05:18.37-00:05:19.30","18953-19100,19102-19158"
P22_08,What did he do with the lid,lid,"pick-up,put-down,pick-up,put-down,rinse,put-down,grab,lather,put-down,grab,lather,put-down,rinse,put-down,rinse,put-down,move,put-down,put-down,pick-up","00:00:53.25-00:00:54.00,00:00:57.73-00:00:58.79,00:01:11.29-00:01:13.82,00:01:13.29-00:01:17.71,00:02:12.34-00:02:13.42,00:02:13.27-00:02:16.62,00:03:20.16-00:03:21.30,00:03:21.50-00:03:31.77,00:03:32.12-00:03:33.46,00:03:39.41-00:03:40.37,00:03:40.40-00:03:44.63,00:03:44.14-00:03:45.14,00:04:58.45-00:05:01.70,00:05:01.47-00:05:03.55,00:05:19.86-00:05:28.98,00:05:29.30-00:05:31.76,00:05:31.77-00:05:33.01,00:05:32.72-00:05:33.85,00:05:33.82-00:05:35.00,00:08:59.51-00:09:00.17","3195-3240,3463-3527,4277-4429,4397-4662,7940-8005,7996-8197,12009-12078,12090-12706,12727-12807,13164-13222,13224-13477,13448-13508,17907-18102,18088-18213,19191-19738,19758-19905,19906-19980,19963-20031,20029-20100,32370-32410"
P22_08,What did he do with the lighter,lighter,"pick-up,put-down,pick-up,place","00:08:52.12-00:08:52.72,00:08:58.87-00:08:59.59,00:10:17.83-00:10:18.94,00:10:19.21-00:10:19.71","31927-31963,32332-32375,37069-37136,37152-37182"
P22_08,What did he do with the locker,locker,"open,close","00:14:08.33-00:14:09.65,00:14:16.16-00:14:17.92","50899-50979,51369-51475"
P22_08,What did he do with the mat,mat,"place,turn,pick-up,open,shake,place","00:10:07.28-00:10:07.86,00:10:07.37-00:10:09.87,00:10:07.68-00:10:08.34,00:10:09.36-00:10:10.88,00:10:10.98-00:10:12.26,00:10:16.75-00:10:17.41","36436-36471,36442-36592,36460-36500,36561-36652,36658-36735,37005-37044"
P22_08,What did he do with the mezzaluna knife,knife:mezzaluna,"take,dry,put-down","00:00:28.57-00:00:29.66,00:00:29.97-00:00:34.69,00:00:38.03-00:00:38.58","1714-1779,1798-2081,2281-2314"
P22_08,What did he do with the mocha,mocha,"pick-up,put-down","00:14:48.15-00:14:49.98,00:15:00.09-00:15:01.75","53289-53398,54005-54105"
P22_08,What did he do with the moka,moka,"open,fill,put-down,open,close","00:07:43.10-00:07:44.14,00:07:47.01-00:07:54.65,00:14:16.00-00:14:26.93,00:14:20.88-00:14:22.20,00:14:22.30-00:14:23.06","27786-27848,28020-28479,51360-52015,51652-51732,51738-51783"
P22_08,What did he do with the moka pot,pot:moka,"open,close","00:12:22.46-00:12:26.21,00:12:26.31-00:12:27.86","44547-44772,44778-44871"
P22_08,What did he do with the pan,pan,"pick-up,put-down,pick-up,put-down,lather,lather,put-down,rinse,put-down","00:01:32.41-00:01:34.75,00:01:35.03-00:01:36.49,00:06:19.02-00:06:21.07,00:06:21.36-00:06:23.27,00:06:41.07-00:06:50.66,00:06:50.76-00:06:55.54,00:06:55.54-00:06:56.58,00:07:05.07-00:07:16.06,00:07:16.16-00:07:18.59","5544-5685,5701-5789,22741-22864,22881-22996,24064-24639,24645-24932,24932-24994,25504-26163,26169-26315"
P22_08,What did he do with the paper,paper,"pick-up,throw-out","00:01:23.30-00:01:24.71,00:01:29.58-00:01:30.29","4998-5082,5374-5417"
P22_08,What did he do with the plate,plate,"pick-up,put-down,pick-up,pick-up,rinse,put-down,put-down,rinse,put-down,pick-up,wash,lather,put-down,grab,lather,put-down,rinse,put-down,rinse,put-down","00:01:19.94-00:01:22.14,00:01:22.23-00:01:23.70,00:01:24.40-00:01:25.53,00:01:25.47-00:01:28.04,00:01:40.91-00:01:57.14,00:01:57.19-00:01:59.16,00:02:03.35-00:02:04.67,00:02:05.28-00:02:09.64,00:02:09.70-00:02:11.27,00:02:56.26-00:02:58.62,00:02:59.03-00:03:00.15,00:03:00.82-00:03:02.51,00:03:02.77-00:03:04.14,00:03:04.37-00:03:05.37,00:03:05.72-00:03:10.72,00:03:10.82-00:03:12.07,00:05:35.73-00:05:43.97,00:05:44.19-00:05:46.63,00:05:46.80-00:05:53.23,00:05:53.30-00:05:54.86","4796-4928,4933-5022,5064-5131,5128-5282,6054-7028,7031-7149,7401-7480,7516-7778,7781-7876,10575-10717,10741-10809,10849-10950,10966-11048,11062-11122,11143-11443,11449-11524,20143-20638,20651-20797,20808-21193,21198-21291"
P22_08,What did he do with the pot,pot,"move,grab,move,empty,lather,lather,put-down,rinse,rinse,put-down","00:02:00.81-00:02:03.41,00:03:52.09-00:03:52.84,00:03:52.88-00:03:53.69,00:04:25.18-00:04:28.39,00:04:27.94-00:04:36.78,00:04:33.30-00:04:37.16,00:04:36.89-00:04:38.18,00:05:57.19-00:06:05.26,00:06:04.69-00:06:14.48,00:06:14.75-00:06:16.00","7248-7404,13925-13970,13972-14021,15910-16103,16076-16606,16398-16629,16613-16690,21431-21915,21881-22468,22485-22560"
P22_08,What did he do with the rag,rag,"pick-up,place,place,put","00:09:39.85-00:09:40.68,00:09:46.48-00:09:47.47,00:10:14.00-00:10:23.98,00:13:09.17-00:13:10.15","34791-34840,35188-35248,36840-37438,47350-47409"
P22_08,What did he do with the remote control,control:remote,"pick-up,put-down","00:11:52.10-00:11:52.81,00:11:52.66-00:11:53.79","42726-42768,42759-42827"
P22_08,What did he do with the saucepan,saucepan,"take,fill,put-in","00:00:03.49-00:00:04.96,00:00:08.42-00:00:10.11,00:00:12.27-00:00:13.21","209-297,505-606,736-792"
P22_08,What did he do with the saucer,saucer,take,00:14:15.08-00:14:16.06,51304-51363
P22_08,What did he do with the silverware,silverware,"put-down,pick-up,move,put-down","00:00:46.50-00:00:48.75,00:00:54.10-00:00:54.80,00:01:40.12-00:01:41.99,00:05:07.59-00:05:08.59","2790-2925,3246-3288,6007-6119,18455-18515"
P22_08,What did he do with the sink,sink,"rinse,clean,clean,clean","00:09:10.10-00:09:14.35,00:09:17.27-00:09:23.14,00:09:24.24-00:09:27.82,00:09:31.85-00:09:33.44","33006-33261,33436-33788,33854-34069,34311-34406"
