video_id,question_about_action,noun,answer,time
P08_26,What did he do with the kitchen top,top:kitchen,"clean,clean,clean","00:04:06.35-00:04:13.85,00:04:20.96-00:04:22.50,00:04:29.25-00:04:38.25"
P08_26,What did he do with the kitchen towel,towel:kitchen,get,00:06:07.20-00:06:08.20
P08_26,What did he do with the knife,knife,"get,place,get,clean,clean,get,clean,place,wipe,wipe,place","00:00:03.21-00:00:04.84,00:00:07.78-00:00:10.64,00:02:56.08-00:02:57.20,00:02:57.24-00:03:00.58,00:03:00.98-00:03:08.15,00:03:11.21-00:03:11.98,00:03:12.61-00:03:15.23,00:06:10.95-00:06:13.29,00:06:11.40-00:06:12.65,00:06:16.26-00:06:17.52,00:06:17.31-00:06:18.56"
P08_26,What did he do with the light,light,turn-off,00:06:46.10-00:06:47.85
P08_26,What did he do with the liquid,liquid,place,00:02:21.86-00:02:23.13
P08_26,What did he do with the meat,meat,get,00:02:06.57-00:02:07.25
P08_26,What did he do with the pan,pan,"get,wipe-off,place","00:00:30.40-00:00:32.11,00:00:32.08-00:00:37.12,00:00:35.44-00:00:40.72"
P08_26,What did he do with the pepper,pepper,move,00:04:27.35-00:04:29.10
P08_26,What did he do with the plastic wrap,wrap:plastic,"get,place","00:06:27.58-00:06:29.94,00:06:30.46-00:06:38.09"
P08_26,What did he do with the plate,plate,"get,wipe-off,place,get,place,get,wipe-off,place","00:00:11.00-00:00:12.50,00:00:12.60-00:00:16.00,00:00:16.10-00:00:18.51,00:00:18.55-00:00:19.30,00:00:19.40-00:00:21.15,00:00:23.00-00:00:24.25,00:00:24.35-00:00:25.60,00:00:25.70-00:00:27.20"
P08_26,What did he do with the processor bowl,bowl:processor,"wipe-off,place-in","00:01:21.27-00:01:26.34,00:01:26.44-00:01:35.53"
P08_26,What did he do with the salt,salt,"get,place","00:01:55.24-00:01:56.27,00:02:03.27-00:02:04.37"
P08_26,What did he do with the shell,shell,throw,00:00:53.91-00:00:56.68
P08_26,What did he do with the sink,sink,"clean,clean","00:05:30.82-00:05:33.81,00:05:35.57-00:05:44.90"
P08_26,What did he do with the skin,skin,throw,00:00:56.52-00:01:05.29
P08_26,What did he do with the spice,spice,place,00:02:04.47-00:02:05.95
P08_26,What did he do with the sponge,sponge,"get,clean,squeeze,clean,clean,clean,place,throw","00:02:21.09-00:02:22.14,00:04:39.95-00:04:42.45,00:04:43.28-00:04:46.40,00:04:50.42-00:04:56.67,00:04:52.10-00:05:08.46,00:05:23.12-00:05:25.62,00:05:50.87-00:05:51.95,00:05:53.79-00:05:54.51"
P08_26,What did he do with the surface,surface,clean,00:04:00.25-00:04:06.25
P08_26,What did he do with the tap,tap,"tap-on,tap-off,tap-on,sponge,turn","00:02:18.52-00:02:19.26,00:03:28.81-00:03:29.86,00:03:50.96-00:03:53.76,00:03:54.29-00:03:56.96,00:04:14.82-00:04:15.90"
P08_26,What did he do with the washing machine,machine:washing,close,00:01:51.15-00:01:52.87
P08_26,What did he do with the water,water,"turn,turn,turn,turn-off,turn,turn,turn,turn","00:04:38.77-00:04:39.66,00:05:22.46-00:05:23.26,00:05:28.97-00:05:29.85,00:05:30.09-00:05:31.11,00:05:45.34-00:05:46.55,00:05:46.85-00:05:47.60,00:05:57.65-00:05:59.15,00:06:05.10-00:06:05.94"
P08_26,What did he do with the wood spoon,spoon:wood,get,00:00:27.30-00:00:28.30
P08_27,What did he do with the bowl,bowl,"move,place","00:00:11.33-00:00:12.40,00:02:32.97-00:02:35.19"
P08_27,What did he do with the chop board,board:chop,get,00:00:12.13-00:00:13.20
P08_27,What did he do with the cupboard,cupboard,open,00:00:39.35-00:00:42.35
P08_27,What did he do with the cutting board,board:cutting,"wash,wash","00:02:45.50-00:02:47.90,00:02:50.05-00:02:53.27"
P08_27,What did he do with the dishwasher,dishwasher,"open,close","00:02:28.03-00:02:29.44,00:02:35.12-00:02:37.21"
P08_27,What did he do with the drawer,drawer,open,00:01:24.78-00:01:27.29
P08_27,What did he do with the hand,hand,"wash,wipe","00:02:20.33-00:02:23.09,00:02:26.77-00:02:28.43"
P08_27,What did he do with the kitchen,kitchen,enter,00:00:00.42-00:00:04.39
P08_27,What did he do with the kitchen towel,towel:kitchen,get,00:02:25.16-00:02:27.17
P08_27,What did he do with the kiwi,kiwi,"get,cut,scoop,scoop,scoop","00:00:06.35-00:00:08.90,00:01:19.78-00:01:23.08,00:01:33.05-00:01:49.62,00:01:50.03-00:01:59.71,00:01:59.81-00:02:14.72"
P08_27,What did he do with the kiwi pot,pot:kiwi,throw,00:02:17.46-00:02:18.95
P08_27,What did he do with the knife,knife,wash,00:02:40.68-00:02:43.65
P08_27,What did he do with the liquid,liquid,get,00:02:48.43-00:02:49.64
P08_27,What did he do with the pear,pear,"get,wash,remove,cut,cut,cut,throw","00:00:02.71-00:00:06.25,00:00:13.30-00:00:19.81,00:00:20.49-00:00:24.95,00:00:25.05-00:00:35.40,00:00:54.35-00:01:02.82,00:01:01.11-00:01:17.05,00:01:17.12-00:01:19.68"
P08_27,What did he do with the pear bit,bit:pear,throw-in,00:00:35.13-00:00:38.54
P08_27,What did he do with the plate,plate,"get,take,place","00:00:42.33-00:00:49.43,00:03:00.86-00:03:02.50,00:03:03.07-00:03:04.80"
P08_27,What did he do with the sponge,sponge,"get,place","00:02:38.22-00:02:39.92,00:02:53.67-00:02:54.46"
P08_27,What did he do with the spoon,spoon,"get,place","00:01:26.89-00:01:28.33,00:02:30.42-00:02:32.14"
P08_27,What did he do with the surface,surface,wipe,00:02:57.99-00:03:00.49
P08_27,What did he do with the tap,tap,"open,turn-off","00:02:19.47-00:02:21.15,00:02:22.69-00:02:23.81"
P08_27,What did he do with the water,water,"open,turn-off","00:02:38.90-00:02:40.58,00:02:55.80-00:02:56.66"
P08_28,What did he do with the bowl,bowl,"place,take,place","00:00:07.05-00:00:09.42,00:00:21.40-00:00:22.79,00:00:23.04-00:00:25.13"
P08_28,What did he do with the dishwasher,dishwasher,"open,close","00:00:03.45-00:00:05.18,00:00:18.37-00:00:20.30"
P08_28,What did he do with the fridge,fridge,"open,close","00:00:22.08-00:00:23.69,00:00:24.67-00:00:26.17"
P08_28,What did he do with the garbage,garbage,throw,00:00:10.90-00:00:12.15
P08_28,What did he do with the hand,hand,"wipe,wipe","00:00:17.20-00:00:18.79,00:00:28.66-00:00:31.55"
P08_28,What did he do with the knife,knife,"take,place","00:00:02.10-00:00:03.10,00:00:15.12-00:00:17.10"
P08_28,What did he do with the light,light,turn-off,00:00:26.27-00:00:28.56
P08_28,What did he do with the plate,plate,"take,place","00:00:00.66-00:00:02.00,00:00:12.31-00:00:15.02"
P10_01,What did he do with the apron,apron,wear,00:00:30.43-00:00:41.93
P10_01,What did he do with the bag,bag,put,00:02:12.96-00:02:15.52
P10_01,What did he do with the box,box,open,00:03:06.32-00:03:07.46
P10_01,What did he do with the brush,brush,clean,00:11:26.21-00:11:28.79
P10_01,What did he do with the brusher,brusher,wash,00:14:33.54-00:14:40.41
P10_01,What did he do with the chopstick,chopstick,"put,clean,put","00:11:43.45-00:11:44.44,00:12:47.04-00:12:51.33,00:12:51.43-00:12:53.29"
P10_01,What did he do with the cleaning cloth,cloth:cleaning,"wash,twist","00:13:55.85-00:14:10.34,00:14:10.89-00:14:22.38"
P10_01,What did he do with the cleaning liquid,liquid:cleaning,"put,put","00:10:00.97-00:10:06.36,00:13:06.74-00:13:13.57"
P10_01,What did he do with the cover,cover,"remove,put,clean","00:05:45.75-00:05:46.71,00:06:12.15-00:06:14.94,00:10:17.13-00:10:27.23"
P10_01,What did he do with the cucumber,cucumber,"search-for,cut,put,cut,cut,cut,take,wash,put,pick-out","00:04:59.76-00:05:07.85,00:05:17.24-00:05:20.81,00:05:23.81-00:05:27.04,00:06:49.44-00:07:04.10,00:07:18.73-00:07:24.44,00:07:35.57-00:07:45.54,00:07:45.96-00:07:47.77,00:07:48.47-00:07:51.20,00:07:56.48-00:08:04.35,00:08:06.79-00:08:09.05"
P10_01,What did he do with the cutting plate,plate:cutting,clean,00:08:15.64-00:08:20.11
P10_01,What did he do with the desk,desk,"put,clean","00:09:05.54-00:09:08.23,00:12:02.04-00:12:03.54"
P10_01,What did he do with the door,door,close,00:00:28.19-00:00:32.05
P10_01,What did he do with the dustbin,dustbin,"throw,switch","00:02:17.42-00:02:19.43,00:02:20.08-00:02:27.10"
P10_01,What did he do with the egg,egg,"pick,put,put,pour,fry","00:03:07.56-00:03:10.86,00:03:12.13-00:03:19.18,00:03:22.99-00:03:28.14,00:04:25.82-00:04:33.57,00:04:29.46-00:04:36.38"
P10_01,What did he do with the fried egg,egg:fried,put,00:09:08.33-00:09:16.53
P10_01,What did he do with the glass bowl,bowl:glass,move,00:11:43.81-00:11:49.18
P10_01,What did he do with the inner side,side:inner,clean,00:13:44.45-00:13:49.70
P10_01,What did he do with the instant noodle,noodle:instant,"put,cut","00:00:09.78-00:00:13.77,00:01:22.68-00:01:34.86"
P10_01,What did he do with the kettle,kettle,switch-on,00:01:19.11-00:01:21.18
P10_01,What did he do with the knife,knife,"put,brush,put","00:12:08.60-00:12:10.06,00:12:36.08-00:12:44.29,00:12:44.06-00:12:46.77"
P10_01,What did he do with the light,light,"switch-on,switch-off","00:00:13.87-00:00:15.69,00:14:54.22-00:14:56.25"
P10_01,What did he do with the my hand,hand:my,clean,00:14:47.60-00:14:54.12
P10_01,What did he do with the noodle,noodle,"put,pour,mix","00:01:35.82-00:01:42.18,00:09:37.92-00:09:44.14,00:11:01.84-00:11:07.92"
P10_01,What did he do with the olive oil,oil:olive,put,00:03:42.11-00:03:46.18
P10_01,What did he do with the oven,oven,"switch-on,switch-on,switch-on,switch-off,switch-off,switch-on,switch-off,clean,clean","00:02:27.75-00:02:30.13,00:02:29.98-00:02:33.58,00:02:33.43-00:02:37.58,00:02:41.95-00:02:43.81,00:07:16.71-00:07:18.37,00:08:24.71-00:08:28.63,00:11:08.58-00:11:09.83,00:11:55.72-00:12:00.15,00:12:11.70-00:12:26.41"
P10_01,What did he do with the oven top,top:oven,switch-off,00:05:59.05-00:06:00.76
P10_01,What did he do with the plastic,plastic,remove,00:06:20.81-00:06:28.53
P10_01,What did he do with the plastic bag,bag:plastic,put,00:01:58.46-00:02:01.43
P10_01,What did he do with the plate,plate,"move,fetch,put,clean","00:06:39.51-00:06:42.31,00:08:51.48-00:09:00.04,00:10:59.70-00:11:01.08,00:11:14.75-00:11:19.81"
P10_01,What did he do with the pot,pot,"move,wash,brush,put,put,switch,shake,shake,put,put,put,wash,put,put,wash,brush,clean,put,brush,brush,put","00:00:15.79-00:00:19.14,00:00:22.57-00:00:26.63,00:00:49.06-00:00:54.78,00:00:58.29-00:01:00.45,00:02:46.72-00:02:48.33,00:02:48.75-00:02:53.52,00:04:05.84-00:04:10.95,00:04:52.67-00:04:56.97,00:05:40.94-00:05:42.71,00:08:12.79-00:08:14.84,00:09:16.63-00:09:21.13,00:09:21.27-00:09:30.54,00:09:30.64-00:09:34.13,00:09:48.39-00:09:50.52,00:09:55.42-00:09:58.47,00:10:00.48-00:10:02.56,00:10:07.61-00:10:17.03,00:11:42.09-00:11:43.29,00:12:55.28-00:13:02.43,00:13:14.29-00:13:21.35,00:13:51.91-00:13:54.75"
P10_01,What did he do with the power source,source:power,switch-off,00:11:10.63-00:11:12.82
P10_01,What did he do with the salt,salt,"put,mix","00:03:34.49-00:03:37.23,00:04:15.78-00:04:25.36"
P10_01,What did he do with the sauce,sauce,"cut,put,cut,put","00:01:49.42-00:01:52.96,00:01:53.19-00:01:58.42,00:02:03.38-00:02:07.70,00:02:07.80-00:02:12.86"
P10_01,What did he do with the side,side,switch,00:05:28.64-00:05:35.26
P10_01,What did he do with the sink counter,counter:sink,clean,00:14:39.99-00:14:47.50
P10_01,What did he do with the skin,skin,throw,00:03:29.35-00:03:30.48
P10_01,What did he do with the soup,soup,"mix,put","00:08:29.61-00:08:46.45,00:11:35.79-00:11:41.27"
P10_01,What did he do with the spade,spade,put,00:11:22.98-00:11:25.65
P10_01,What did he do with the stirrer,stirrer,"get,clean","00:04:38.93-00:04:42.09,00:04:42.37-00:04:46.53"
P10_01,What did he do with the tap,tap,"switch-off,close","00:00:54.72-00:00:55.94,00:06:35.48-00:06:36.43"
P10_01,What did he do with the tap water,water:tap,"wash,clean,open,switch-on,switch-on,switch-off","00:08:09.70-00:08:12.69,00:09:00.14-00:09:05.44,00:09:50.54-00:09:52.66,00:11:52.79-00:11:55.54,00:13:21.28-00:13:22.73,00:14:09.79-00:14:10.79"
P10_01,What did he do with the top pot,pot:top,brush,00:13:22.69-00:13:33.23
P10_01,What did he do with the wall protector,protector:wall,"clean,throw","00:12:24.92-00:12:31.26,00:12:32.96-00:12:35.90"
P10_01,What did he do with the water,water,"video,switch-on,pour,pour,used,pour,clean,pour,pour,clean","00:00:00.00-00:00:04.61,00:00:46.45-00:00:48.96,00:01:06.82-00:01:19.01,00:03:53.64-00:03:58.62,00:04:44.65-00:04:46.19,00:06:01.74-00:06:05.71,00:06:29.54-00:06:36.61,00:13:01.95-00:13:03.85,00:13:39.93-00:13:50.12,00:13:40.39-00:13:44.35"
P10_02,What did he do with the apron,apron,wear,00:00:17.87-00:00:25.39
P10_02,What did he do with the brush,brush,"clean,wash,clean,clean,clean,put","00:15:03.94-00:15:08.14,00:17:28.86-00:17:37.71,00:18:22.14-00:18:27.20,00:18:27.23-00:18:30.30,00:19:26.11-00:19:27.55,00:19:26.90-00:19:28.45"
P10_02,What did he do with the cabinet,cabinet,open,00:03:08.76-00:03:09.69
P10_02,What did he do with the chop steak,steak:chop,get,00:01:50.31-00:01:53.82
P10_02,What did he do with the chopstick,chopstick,"put-down,clean,wash,get,change,get,clean-up","00:05:11.82-00:05:15.48,00:06:52.21-00:06:56.46,00:08:35.28-00:08:42.29,00:09:56.13-00:09:57.62,00:10:48.37-00:10:54.57,00:11:22.24-00:11:25.77,00:17:39.74-00:17:43.05"
P10_02,What did he do with the cleaning liquid,liquid:cleaning,put,00:17:56.98-00:18:05.60
P10_02,What did he do with the cloth,cloth,clean,00:17:05.15-00:17:20.83
P10_02,What did he do with the clothes,clothes,"clean,twist","00:19:36.46-00:19:47.91,00:19:49.08-00:19:53.02"
P10_02,What did he do with the cooked food,food:cooked,"get,get,get,get,get","00:10:59.41-00:11:15.29,00:13:34.19-00:13:36.00,00:15:58.93-00:16:33.69,00:16:35.21-00:16:39.64,00:16:40.53-00:16:43.24"
P10_02,What did he do with the cover,cover,"fix,find,brush,put,remove,put","00:02:27.84-00:02:33.15,00:02:50.96-00:02:55.25,00:02:55.81-00:03:00.26,00:03:01.90-00:03:04.02,00:15:42.23-00:15:43.50,00:16:33.09-00:16:35.38"
P10_02,What did he do with the cupboard,cupboard,open,00:03:57.95-00:03:59.63
P10_02,What did he do with the cutting board,board:cutting,"get,put,put","00:05:45.85-00:05:47.37,00:06:36.21-00:06:40.37,00:06:56.25-00:07:01.39"
P10_02,What did he do with the door,door,close,00:00:04.44-00:00:08.18
P10_02,What did he do with the egg,egg,"get,put,move","00:03:39.19-00:03:43.44,00:03:41.29-00:03:48.70,00:10:31.76-00:10:37.14"
P10_02,What did he do with the egg flour,flour:egg,"mix,put","00:04:13.89-00:04:22.70,00:13:54.21-00:14:04.63"
P10_02,What did he do with the flour,flour,"get,put","00:03:09.69-00:03:15.26,00:03:17.60-00:03:25.49"
P10_02,What did he do with the food spade,spade:food,clean,00:08:47.03-00:08:57.92
P10_02,What did he do with the glass bowl,bowl:glass,"get,put,clean,put,put","00:00:36.63-00:00:38.56,00:14:30.82-00:14:32.86,00:14:52.37-00:14:57.57,00:15:12.51-00:15:14.88,00:16:57.96-00:17:02.36"
P10_02,What did he do with the hand,hand,clean-up,00:07:47.40-00:07:50.88
P10_02,What did he do with the heat,heat,"switch-off,switch-on","00:09:15.98-00:09:17.92,00:14:35.55-00:14:40.55"
P10_02,What did he do with the inner side,side:inner,brush,00:18:08.45-00:18:15.57
P10_02,What did he do with the kettle,kettle,put,00:02:33.62-00:02:40.14
P10_02,What did he do with the knife,knife,clean,00:06:46.96-00:06:51.18
P10_02,What did he do with the light,light,video,00:00:00.08-00:00:04.34
P10_02,What did he do with the mixture,mixture,"stir,stir","00:04:14.91-00:04:33.64,00:04:33.56-00:05:12.15"
P10_02,What did he do with the mobile phone,phone:mobile,"put,grab,video","00:00:09.39-00:00:14.79,00:20:07.52-00:20:09.98,00:20:10.08-00:20:16.96"
P10_02,What did he do with the more water,water:more,"add,put","00:09:19.70-00:09:28.88,00:14:59.82-00:15:03.37"
P10_02,What did he do with the oil,oil,add,00:13:48.30-00:13:50.96
P10_02,What did he do with the olive oil,oil:olive,"put,put,add,put","00:08:04.90-00:08:11.15,00:08:23.50-00:08:27.97,00:13:43.27-00:13:47.55,00:20:01.62-00:20:04.15"
P10_02,What did he do with the outer skin,skin:outer,remove,00:05:52.79-00:06:01.02
P10_02,What did he do with the oven,oven,"switch-on,switch-on,switch-on","00:02:05.11-00:02:10.24,00:02:09.93-00:02:14.23,00:07:22.60-00:07:28.06"
P10_02,What did he do with the part,part,"throw,cut-off","00:06:01.53-00:06:05.14,00:06:08.42-00:06:11.59"
P10_02,What did he do with the plastic bag,bag:plastic,"put,seal","00:01:43.95-00:01:47.05,00:05:27.01-00:05:32.28"
P10_02,What did he do with the plastic spoon,spoon:plastic,get,00:15:39.38-00:15:40.88
P10_02,What did he do with the plate,plate,get,00:10:19.80-00:10:22.15
P10_02,What did he do with the plated shelf,shelf:plated,put,00:17:43.15-00:17:44.30
P10_02,What did he do with the pot,pot,"get,get,put,shake,shake,shake,shake,shake,shake,shake,shake,put,shake,put,put,put,put","00:00:42.71-00:00:46.64,00:00:47.90-00:00:53.80,00:01:57.51-00:02:04.33,00:08:13.02-00:08:22.13,00:08:29.82-00:08:33.09,00:09:35.16-00:09:38.97,00:09:40.14-00:09:43.13,00:09:44.22-00:09:48.24,00:09:49.24-00:09:50.93,00:11:40.32-00:11:45.57,00:11:47.04-00:11:54.67,00:11:57.14-00:12:01.77,00:14:14.80-00:14:24.77,00:16:51.13-00:16:53.50,00:16:54.56-00:16:56.94,00:19:08.59-00:19:10.68,00:19:34.03-00:19:36.36"
P10_02,What did he do with the refrigerator,refrigerator,"put,put-back","00:05:33.38-00:05:34.53,00:05:38.85-00:05:41.45"
P10_02,What did he do with the rest,rest,put,00:01:35.49-00:01:43.69
P10_02,What did he do with the rice,rice,"get,put,stir","00:00:56.98-00:01:02.01,00:01:02.87-00:01:17.99,00:01:54.01-00:01:57.75"
P10_02,What did he do with the right pot,pot:right,move,00:15:48.55-00:15:51.90
P10_02,What did he do with the rubbish,rubbish,throw,00:06:42.85-00:06:46.07
P10_02,What did he do with the salt,salt,put,00:03:57.96-00:04:07.81
P10_02,What did he do with the second egg,egg:second,put,00:03:51.50-00:03:55.82
P10_02,What did he do with the second pot,pot:second,get,00:18:15.36-00:18:18.87
P10_02,What did he do with the second spoon,spoon:second,put,00:11:30.87-00:11:34.49
P10_02,What did he do with the shelf,shelf,put,00:08:43.47-00:08:45.56
P10_02,What did he do with the side,side,"switch,switch,switch","00:13:19.93-00:13:23.45,00:13:24.90-00:13:28.62,00:15:14.77-00:15:21.71"
P10_02,What did he do with the skin,skin,throw-away,00:03:48.79-00:03:51.52
P10_02,What did he do with the spade,spade,"get,use,switch,switch,get","00:08:45.54-00:08:46.86,00:10:23.27-00:10:28.83,00:12:43.93-00:12:48.62,00:12:50.22-00:12:54.07,00:12:54.08-00:13:30.98"
P10_02,What did he do with the spoon,spoon,"wash,put,put,put,clean,put","00:07:03.72-00:07:07.38,00:08:58.50-00:09:10.55,00:09:11.12-00:09:15.69,00:11:35.97-00:11:38.22,00:14:42.47-00:14:50.99,00:14:50.56-00:14:52.18"
P10_02,What did he do with the spring onion,onion:spring,"get,wash,cut,put,mix","00:05:23.18-00:05:26.01,00:05:48.44-00:05:52.29,00:06:11.69-00:06:30.22,00:06:32.37-00:06:34.62,00:07:11.86-00:07:19.27"
P10_02,What did he do with the stove,stove,switch-off,00:17:20.93-00:17:22.31
P10_02,What did he do with the tap water,water:tap,"wash,switch-off","00:18:30.40-00:18:36.49,00:19:48.01-00:19:48.98"
P10_02,What did he do with the washing machine,machine:washing,close,00:07:43.35-00:07:47.77
P10_02,What did he do with the water,water,"pour,get,put,put,stir,remove,put,pour,put,remove,clean,remove,remove","00:01:24.96-00:01:32.83,00:02:18.77-00:02:25.15,00:02:23.20-00:02:27.16,00:04:07.91-00:04:11.84,00:09:59.00-00:10:12.54,00:15:34.45-00:15:39.02,00:17:26.46-00:17:29.36,00:17:52.30-00:17:53.78,00:18:18.12-00:18:22.10,00:19:11.32-00:19:15.72,00:19:21.15-00:19:26.01,00:19:29.51-00:19:32.65,00:19:55.27-00:20:01.52"
P10_02,What did he do with the water tap,tap:water,"switch-off,switch-off,switch-on,switch-off,switch-off,switch-on","00:03:00.17-00:03:01.06,00:05:59.72-00:06:01.43,00:14:40.98-00:14:42.77,00:15:08.13-00:15:08.80,00:19:07.43-00:19:08.25,00:19:20.16-00:19:21.06"
P10_04,What did he do with the apron,apron,"wear,wear","00:00:07.71-00:00:14.84,00:00:11.72-00:00:26.03"
P10_04,What did he do with the bag,bag,"open,close,seal,put,get,put","00:00:29.35-00:00:40.55,00:07:49.40-00:07:51.49,00:54:51.12-00:54:56.01,00:54:56.07-00:55:03.34,00:55:06.98-00:55:13.51,00:55:15.14-00:55:33.40"
P10_04,What did he do with the bean curd,curd:bean,"get,mix","00:09:21.62-00:09:27.90,00:10:48.04-00:10:54.54"
P10_04,What did he do with the board,board,get,00:25:04.06-00:25:06.74
P10_04,What did he do with the bottle,bottle,"get,do,throw,get,put","00:09:07.32-00:09:10.05,00:09:10.67-00:09:12.74,00:12:04.87-00:12:06.59,00:12:08.58-00:12:10.34,00:18:45.51-00:18:49.80"
P10_04,What did he do with the bowl,bowl,"wash,clean,wash,put,put,get,grab-up,get,get","00:20:27.49-00:20:33.41,00:21:21.25-00:21:27.99,00:21:28.09-00:21:36.99,00:21:38.01-00:21:39.85,00:22:55.85-00:22:57.47,00:47:25.75-00:47:27.63,00:49:32.39-00:49:35.37,00:49:56.43-00:50:01.45,00:50:12.11-00:50:13.71"
P10_04,What did he do with the box,box,check,00:08:58.79-00:09:03.33
P10_04,What did he do with the brush,brush,"put,put-down","00:39:15.06-00:39:17.13,00:45:12.66-00:45:14.21"
P10_04,What did he do with the brusher,brusher,clean,00:39:08.81-00:39:14.96
P10_04,What did he do with the cabinet,cabinet,"open,open,search-for,switch,open,open,search-for,open,search,search,search,search,open,search-for,open,open,search-on","00:06:25.11-00:06:27.23,00:37:40.80-00:37:42.57,00:37:53.81-00:37:55.90,00:37:59.92-00:38:09.28,00:38:06.77-00:38:08.94,00:38:09.42-00:38:10.32,00:38:11.85-00:38:13.26,00:38:14.69-00:38:15.85,00:38:15.83-00:38:20.56,00:38:19.19-00:38:20.80,00:38:23.13-00:38:26.57,00:38:26.67-00:38:40.81,00:38:28.79-00:38:30.89,00:38:30.90-00:38:34.14,00:38:40.73-00:38:41.76,00:38:44.16-00:38:46.01,00:38:46.11-00:38:48.78"
P10_04,What did he do with the cardboard,cardboard,"put,get","00:04:18.63-00:04:20.89,00:04:39.84-00:04:43.13"
P10_04,What did he do with the chinese vinegar,vinegar:chinese,get,00:09:30.43-00:09:50.87
P10_04,What did he do with the chop stick,stick:chop,put,00:42:55.30-00:42:56.71
P10_04,What did he do with the chopstick,chopstick,"get,clean,clean,wash,clean,wash,put,grab,put-down,look,look,look,look,walk-around,mix,put,put,mix,clean,push,get","00:09:21.83-00:09:30.25,00:10:56.99-00:11:01.04,00:21:40.54-00:21:47.12,00:22:06.01-00:22:07.21,00:22:31.24-00:22:32.99,00:30:08.01-00:30:12.03,00:30:14.37-00:30:17.48,00:41:29.49-00:41:32.76,00:41:52.36-00:41:53.80,00:41:54.04-00:42:01.36,00:42:01.24-00:42:06.70,00:42:07.81-00:42:19.35,00:42:20.45-00:42:26.10,00:42:26.20-00:42:36.24,00:42:45.07-00:42:54.75,00:43:47.21-00:43:50.77,00:43:51.26-00:43:54.88,00:46:56.29-00:47:09.54,00:48:55.31-00:49:01.64,00:49:29.38-00:49:32.46,00:50:54.58-00:50:55.57"
P10_04,What did he do with the cleaning liquid,liquid:cleaning,"put,put,wash","00:48:38.31-00:48:41.36,00:52:37.90-00:52:41.09,00:52:40.29-00:52:50.46"
P10_04,What did he do with the cloth,cloth,clean,00:52:25.95-00:52:27.41
P10_04,What did he do with the clothes,clothes,"clean,clean,clean,twist,clean,place","00:39:28.17-00:39:29.27,00:39:29.37-00:39:30.56,00:49:47.04-00:49:52.50,00:52:58.82-00:53:06.32,00:53:53.83-00:53:58.10,00:53:58.20-00:54:00.44"
P10_04,What did he do with the cooked fish,fish:cooked,put,00:52:00.94-00:52:03.67
P10_04,What did he do with the cooked rice,rice:cooked,get,00:50:17.48-00:50:26.53
P10_04,What did he do with the cooked sprout,sprout:cooked,"put,put","00:48:01.72-00:48:16.33,00:48:23.07-00:48:24.79"
P10_04,What did he do with the cover,cover,"throw,put,open,remove,put,put,put,get,open,search-on,search,search,search,open,put,search,switch-on,put,put,put,put,put","00:00:47.35-00:00:49.75,00:10:02.91-00:10:04.47,00:15:08.40-00:15:18.27,00:15:16.57-00:15:18.87,00:15:18.20-00:15:20.15,00:18:42.21-00:18:45.59,00:19:12.13-00:19:13.65,00:20:14.24-00:20:16.82,00:39:38.63-00:39:40.08,00:39:42.06-00:39:47.93,00:39:54.57-00:39:59.93,00:39:59.08-00:40:03.16,00:40:23.53-00:40:55.11,00:41:03.63-00:41:06.46,00:41:16.51-00:41:19.86,00:41:22.88-00:41:32.34,00:43:07.27-00:43:18.13,00:44:06.03-00:44:08.61,00:47:27.01-00:47:30.27,00:47:29.84-00:47:34.84,00:54:24.06-00:54:26.52,00:55:31.03-00:55:33.52"
P10_04,What did he do with the cupboard,cupboard,"open,open,open","00:38:48.93-00:38:53.62,00:42:36.27-00:42:38.63,00:42:40.91-00:42:44.93"
P10_04,What did he do with the cut board,board:cut,"wash,wash,put","00:35:52.11-00:35:55.21,00:37:30.01-00:37:33.84,00:37:33.94-00:37:35.42"
P10_04,What did he do with the cutting board,board:cutting,"get,wash,put,put,put,wash,get","00:00:39.09-00:00:42.19,00:06:11.76-00:06:14.80,00:06:14.90-00:06:17.45,00:11:59.44-00:12:04.19,00:19:29.02-00:19:37.90,00:19:38.01-00:19:40.32,00:36:46.75-00:36:49.02"
P10_04,What did he do with the desk,desk,"put,put","00:49:36.04-00:49:37.42,00:51:58.70-00:52:00.14"
P10_04,What did he do with the door,door,close,00:00:26.03-00:00:27.49
P10_04,What did he do with the dust,dust,remove,00:49:53.03-00:49:54.43
P10_04,What did he do with the electronic kettle,kettle:electronic,switch-on,00:30:47.14-00:30:49.38
P10_04,What did he do with the electronic stove,stove:electronic,clean,00:53:11.30-00:53:20.38
P10_04,What did he do with the filtered water,water:filtered,add,00:30:41.24-00:30:47.23
P10_04,What did he do with the finger,finger,"wash,remove,check,check","00:01:44.54-00:01:49.56,00:01:47.74-00:01:52.87,00:02:04.33-00:02:06.82,00:02:32.98-00:02:39.59"
