video_id,question_about_nouns,verb,answer,time,frames
P13_04,What all does he close,close,"fridge,fridge,bottle,cupboard,drawer,microwave","00:00:15.62-00:00:16.70,00:00:38.61-00:00:39.77,00:01:14.85-00:01:19.99,00:02:13.69-00:02:14.65,00:03:04.50-00:03:05.86,00:03:27.53-00:03:29.78","937-1002,2316-2386,4491-4799,8021-8079,11070-11151,12451-12586"
P13_04,What all does he open,open,"fridge,fridge,cabinet,drawer,nesquik bottle,cupboard,drawer,drawer,water tap,drawer,microwave","00:00:11.14-00:00:12.48,00:00:34.87-00:00:36.34,00:00:42.70-00:00:43.68,00:00:48.76-00:00:50.24,00:00:54.44-00:00:57.25,00:01:57.28-00:01:58.66,00:02:03.59-00:02:05.11,00:02:19.53-00:02:20.77,00:02:23.64-00:02:25.23,00:03:01.91-00:03:03.42,00:03:21.32-00:03:23.30","668-748,2092-2180,2562-2620,2925-3014,3266-3435,7036-7119,7415-7506,8371-8446,8618-8713,10914-11005,12079-12198"
P13_04,What all does he pick-up,pick-up,"cup,milk,milk,nesquik,spoon,nesquik,sugar,scissors,nesquik,plate,wooden spoon,cup","00:00:05.23-00:00:06.42,00:00:14.18-00:00:15.62,00:00:32.51-00:00:33.56,00:00:43.71-00:00:45.54,00:00:50.85-00:00:51.91,00:01:01.28-00:01:04.40,00:01:58.82-00:02:00.26,00:02:02.91-00:02:03.96,00:02:08.98-00:02:10.50,00:02:14.75-00:02:16.61,00:02:18.34-00:02:19.23,00:03:23.96-00:03:27.77","313-385,850-937,1950-2013,2622-2732,3051-3114,3676-3864,7129-7215,7374-7437,7738-7830,8085-8196,8300-8353,12237-12466"
P13_04,What all does he pour,pour,sugar,00:03:38.09-00:03:46.27,13085-13576
P13_04,What all does he put,put,"milk,nesquik,microwave,scissors,nesquik,plate,wooden spoon,fork","00:00:21.87-00:00:26.91,00:01:03.98-00:01:06.87,00:01:37.71-00:01:42.14,00:02:05.10-00:02:07.08,00:02:10.45-00:02:13.90,00:02:16.74-00:02:18.24,00:02:20.87-00:02:22.29,00:03:03.52-00:03:04.54","1312-1614,3838-4012,5862-6128,7506-7624,7826-8034,8204-8294,8452-8537,11011-11072"
P13_04,What all does he put-down,put-down,"cup,milk,spoon,sugar","00:00:06.43-00:00:08.91,00:00:36.11-00:00:38.28,00:01:31.82-00:01:33.14,00:02:00.36-00:02:01.83","385-534,2166-2296,5509-5588,7221-7309"
P13_04,What all does he put-in,put-in,strainer cupboard,00:02:31.82-00:02:35.03,9109-9301
P13_04,What all does he stir,stir,"milk,milk","00:01:20.42-00:01:31.05,00:03:59.84-00:04:04.77","4825-5463,14390-14686"
P13_04,What all does he store,store,sugar,00:03:54.32-00:03:55.93,14059-14155
P13_04,What all does he wash,wash,fork,00:02:46.97-00:02:59.73,10018-10783
P13_05,What all does he close,close,"fridge,microwave,cupboard","00:00:56.52-00:00:57.94,00:03:31.17-00:03:32.16,00:04:26.21-00:04:26.73","3391-3476,12670-12729,15972-16003"
P13_05,What all does he open,open,"fridge,fridge,salad,microwave,package","00:00:53.10-00:00:55.10,00:01:31.80-00:01:33.32,00:01:43.65-00:01:45.01,00:03:28.34-00:03:29.74,00:04:31.27-00:04:32.86","3186-3306,5508-5599,6219-6300,12500-12584,16276-16371"
P13_05,What all does he pick-up,pick-up,"mug,milk,mug,salad,cup,coffee,sugar,plastic","00:00:04.44-00:00:05.61,00:00:55.34-00:00:56.49,00:01:14.46-00:01:15.46,00:01:34.72-00:01:35.83,00:03:29.77-00:03:31.07,00:03:38.83-00:03:41.27,00:04:09.11-00:04:09.98,00:05:31.32-00:05:33.45","266-336,3320-3389,4467-4527,5683-5749,12586-12664,13129-13276,14946-14998,19879-20007"
P13_05,What all does he place,place,microwave,00:01:19.27-00:01:21.28,4756-4876
P13_05,What all does he pour,pour,milk,00:01:00.11-00:01:04.86,3606-3891
P13_05,What all does he put,put,"lemon,bacon,coffee,coffee,sugar,sugar,sauce","00:02:00.59-00:02:09.05,00:02:56.51-00:03:02.69,00:03:50.19-00:03:58.93,00:04:06.16-00:04:09.03,00:04:12.83-00:04:21.01,00:04:24.17-00:04:25.20,00:04:35.45-00:05:22.13","7235-7743,10590-10961,13811-14335,14769-14941,15169-15660,15850-15912,16527-19327"
P13_05,What all does he remove,remove,salad,00:05:43.27-00:05:54.32,20596-21259
P13_05,What all does he stir,stir,"salad,milk,salad","00:03:03.21-00:03:25.44,00:03:59.68-00:04:04.31,00:05:53.83-00:06:26.90","10992-12326,14380-14658,21229-23214"
P13_05,What all does he throw,throw,"cheese,chicken,bread,plastic","00:02:27.55-00:02:31.98,00:02:33.07-00:02:38.38,00:02:47.08-00:02:52.52,00:05:33.55-00:05:40.14","8853-9118,9184-9502,10024-10351,20013-20408"
P13_05,What all does he turn-on,turn-on,microwave,00:01:21.95-00:01:24.87,4917-5092
P13_05,What all does he wash,wash,"spoon,mug","00:00:07.26-00:00:18.23,00:00:20.73-00:00:42.14","435-1093,1243-2528"
P13_06,What all does he close,close,"drawer,oven,drawer","00:00:59.63-00:01:00.34,00:01:18.13-00:01:20.97,00:01:34.87-00:01:36.02","3577-3620,4687-4858,5692-5761"
P13_06,What all does he cut,cut,pizza package,00:00:30.30-00:00:47.50,1818-2850
P13_06,What all does he grab,grab,"scissors,plastic","00:01:30.23-00:01:31.17,00:01:36.80-00:01:39.26","5413-5470,5808-5955"
P13_06,What all does he open,open,"freezer,pizza,drawer,drawer,oven,drawer,drawer","00:00:03.37-00:00:05.45,00:00:13.23-00:00:20.55,00:00:57.67-00:00:59.89,00:01:00.81-00:01:01.83,00:01:12.79-00:01:16.34,00:01:26.20-00:01:27.23,00:01:31.45-00:01:32.38","202-327,793-1233,3460-3593,3648-3709,4367-4580,5172-5233,5487-5542"
P13_06,What all does he pick-up,pick-up,"pizza,scissors,mitten,pizza","00:00:05.53-00:00:07.90,00:00:28.02-00:00:30.91,00:01:01.93-00:01:02.98,00:01:08.77-00:01:11.38","331-474,1681-1854,3715-3778,4126-4282"
P13_06,What all does he put,put,"pizza,oven glove,scissors","00:01:16.44-00:01:19.81,00:01:27.33-00:01:29.25,00:01:32.48-00:01:34.03","4586-4788,5239-5355,5548-5641"
P13_06,What all does he put-down,put-down,pizza box,00:01:44.33-00:01:48.17,6259-6490
P13_06,What all does he throw,throw,plastic,00:01:39.49-00:01:41.97,5969-6118
P13_07,What all does he close,close,"drawer,oven,drawer,drawer","00:00:21.90-00:00:23.26,00:00:43.94-00:00:46.44,00:01:23.79-00:01:24.98,00:01:24.07-00:01:25.34","1314-1395,2636-2786,5027-5098,5044-5120"
P13_07,What all does he cut,cut,"pizza,pizza","00:01:54.62-00:02:07.46,00:01:56.94-00:01:59.69","6877-7647,7016-7181"
P13_07,What all does he open,open,"drawer,oven,drawer,drawer","00:00:14.53-00:00:16.02,00:00:33.04-00:00:36.24,00:01:20.10-00:01:21.76,00:01:24.87-00:01:25.95","871-961,1982-2174,4806-4905,5092-5157"
P13_07,What all does he pick-up,pick-up,"plastic,scissors","00:01:40.36-00:01:42.01,00:01:53.19-00:01:54.22","6021-6120,6791-6853"
P13_07,What all does he put,put,"pizza,glove,fork,scissors,cup","00:01:12.18-00:01:16.47,00:01:25.84-00:01:27.18,00:01:37.43-00:01:38.57,00:02:33.79-00:02:36.04,00:02:36.89-00:02:38.64","4330-4588,5150-5230,5845-5914,9227-9362,9413-9518"
P13_07,What all does he remove,remove,pizza,00:00:38.63-00:00:43.55,2317-2613
P13_07,What all does he take,take,"glove,pizza,glove,scissors","00:00:16.00-00:00:19.09,00:00:53.31-00:01:07.59,00:01:17.20-00:01:19.47,00:01:21.70-00:01:23.43","960-1145,3198-4055,4632-4768,4902-5005"
P13_07,What all does he throw,throw,"lemon,plastic","00:01:30.00-00:01:32.65,00:01:42.38-00:01:45.52","5400-5559,6142-6331"
P13_07,What all does he turn-off,turn-off,oven,00:00:29.00-00:00:30.90,1740-1854
P13_08,What all does he add,add,salt,00:25:27.51-00:25:35.51,91650-92130
P13_08,What all does he adjust,adjust,"stove,cooker","00:30:29.21-00:30:30.46,00:31:19.63-00:31:22.03","109752-109827,112777-112921"
P13_08,What all does he change,change,pot,00:17:28.47-00:17:32.15,62908-63129
P13_08,What all does he chop,chop,"onion,onion","00:05:02.39-00:05:03.89,00:05:08.49-00:05:29.49","18143-18233,18509-19769"
P13_08,What all does he clean,clean,"pan,pan,pot,pot,scissors,fork,plate,knife,plate,plate,strainer,spoon,mug,spatula","00:00:17.76-00:00:30.63,00:00:32.50-00:00:43.92,00:09:13.70-00:09:33.07,00:09:36.05-00:10:10.73,00:19:31.66-00:19:45.90,00:19:54.80-00:20:04.91,00:20:11.62-00:20:30.67,00:27:17.68-00:27:32.45,00:27:42.45-00:28:05.08,00:30:44.77-00:31:11.15,00:33:17.75-00:33:33.11,00:33:33.21-00:33:51.64,00:34:20.41-00:34:38.70,00:37:03.64-00:37:20.64","1065-1837,1950-2635,33222-34384,34563-36643,70299-71154,71688-72294,72697-73840,98260-99147,99747-101104,110686-112269,119865-120786,120792-121898,123624-124721,133418-134438"
P13_08,What all does he close,close,"fridge,drawer,drawer,drawer,drawer,cheese bag,fridge","00:01:17.61-00:01:19.76,00:10:27.28-00:10:29.29,00:20:09.71-00:20:11.61,00:27:39.62-00:27:41.03,00:37:25.13-00:37:25.99,00:40:28.84-00:40:33.48,00:40:36.67-00:40:38.10","4656-4785,37636-37757,72582-72696,99577-99661,134707-134759,145730-146008,146200-146286"
P13_08,What all does he cut,cut,"onion,onion,onion,onion,onion,onion,onion,onion,bacon,bacon,bacon,bacon,bacon","00:02:37.08-00:02:44.08,00:03:33.49-00:03:38.52,00:03:39.04-00:03:45.04,00:03:53.89-00:04:01.39,00:04:07.24-00:04:09.24,00:04:15.34-00:04:24.09,00:04:33.19-00:04:33.69,00:04:38.04-00:04:42.29,00:11:23.35-00:11:37.10,00:12:21.95-00:13:09.95,00:13:10.05-00:14:11.30,00:14:11.40-00:14:56.40,00:14:39.75-00:15:01.50","9424-9844,12809-13111,13142-13502,14033-14483,14834-14954,15320-15845,16391-16421,16682-16937,41001-41826,44517-47397,47403-51078,51084-53784,52785-54090"
P13_08,What all does he drain,drain,spaghetti,00:36:02.27-00:36:07.62,129736-130057
P13_08,What all does he dry,dry,"hand,pan","00:16:27.25-00:16:32.00,00:16:36.76-00:16:40.56","59235-59520,59805-60033"
P13_08,What all does he grab,grab,"cream,plate","00:26:42.03-00:26:42.81,00:27:40.94-00:27:41.94","96121-96168,99656-99716"
P13_08,What all does he open,open,"drawer,fridge,fridge,drawer,bacon package,drawer,drawer,drawer,spaghetti bag,fridge,drawer,cream package,drawer,cupboard,fridge,cupboard,drawer,pepper,cheese bag","00:01:01.85-00:01:03.46,00:01:09.70-00:01:11.33,00:10:16.00-00:10:17.50,00:10:23.38-00:10:25.44,00:11:12.00-00:11:21.00,00:18:43.55-00:18:45.28,00:19:46.56-00:19:47.43,00:22:19.26-00:22:20.58,00:22:22.58-00:22:32.44,00:26:38.55-00:26:40.78,00:27:01.39-00:27:02.41,00:27:04.42-00:27:13.35,00:27:35.98-00:27:37.93,00:32:11.80-00:32:12.81,00:32:55.27-00:32:58.23,00:33:14.10-00:33:15.32,00:37:22.70-00:37:23.98,00:40:09.26-00:40:11.90,00:40:16.89-00:40:19.81","3711-3807,4182-4279,36960-37050,37402-37526,40320-40860,67413-67516,71193-71245,80355-80434,80554-81146,95913-96046,97283-97344,97465-98001,99358-99475,115908-115968,118516-118693,119646-119719,134562-134638,144555-144714,145013-145188"
P13_08,What all does he peel,peel,"onion,onion,onion","00:01:20.87-00:01:21.63,00:01:41.48-00:01:57.28,00:03:03.31-00:03:21.49","4852-4897,6088-7036,10998-12089"
P13_08,What all does he pick-up,pick-up,"knife,onion,knife,onion,pot,plastic,oil,salt,spatula,plate,plate,spatula,spaghetti bag,scissors,spatula,plate,salt,wooden spoon,cream,wooden spoon,pepper,cheese pack,plate,strainer,pan","00:02:30.43-00:02:31.24,00:02:32.96-00:02:35.30,00:03:24.51-00:03:32.56,00:03:30.97-00:03:32.03,00:11:00.20-00:11:02.45,00:16:09.45-00:16:12.20,00:16:51.55-00:16:53.05,00:18:29.77-00:18:30.67,00:19:49.26-00:19:50.53,00:20:34.94-00:20:36.97,00:20:48.25-00:20:50.72,00:20:56.51-00:20:57.14,00:22:14.12-00:22:15.35,00:22:20.53-00:22:22.48,00:23:42.96-00:23:43.86,00:24:22.32-00:24:23.63,00:25:26.33-00:25:27.94,00:29:08.88-00:29:09.88,00:29:23.16-00:29:24.66,00:31:25.96-00:31:26.96,00:32:12.91-00:32:17.43,00:32:58.98-00:33:02.54,00:33:08.08-00:33:10.86,00:33:16.26-00:33:18.67,00:37:26.09-00:37:28.27","9025-9074,9177-9318,12270-12753,12658-12721,39612-39747,58167-58332,60693-60783,66586-66640,71355-71431,74096-74218,74895-75043,75390-75428,80047-80121,80431-80548,85377-85431,87739-87817,91579-91676,104932-104992,105789-105879,113157-113217,115974-116245,118738-118952,119284-119451,119775-119920,134765-134896"
P13_08,What all does he pour,pour,"detergent,water,cream,water,pepper","00:00:08.24-00:00:10.83,00:20:41.54-00:20:44.84,00:29:42.39-00:29:49.99,00:37:54.17-00:38:18.20,00:40:11.67-00:40:15.27","494-649,74492-74690,106943-107399,136450-137892,144700-144916"
P13_08,What all does he put,put,"dish,knife,plate,water,water,scissors,pot,scissors,pan,oil,salt,scissors,fork,onion,spaghetti,bacon,scissors,knife,cheese pack,plate,spoon,strainer,spaghetti,spatula,cream,spaghetti,spaghetti,cheese,cheese bag","00:00:54.62-00:00:55.45,00:01:06.33-00:01:07.71,00:02:28.41-00:02:29.57,00:09:06.71-00:09:11.59,00:10:11.22-00:10:15.28,00:10:52.36-00:10:58.57,00:11:01.55-00:11:03.05,00:15:07.10-00:15:09.01,00:16:42.75-00:16:51.14,00:16:54.90-00:16:58.79,00:18:33.69-00:18:35.29,00:19:44.96-00:19:48.31,00:20:04.22-00:20:09.90,00:20:58.60-00:21:09.02,00:22:54.48-00:22:59.67,00:24:24.35-00:24:31.07,00:27:02.46-00:27:03.60,00:27:37.30-00:27:39.56,00:33:04.22-00:33:06.90,00:33:09.17-00:33:11.29,00:34:18.06-00:34:20.51,00:34:52.88-00:34:54.32,00:36:50.82-00:36:55.40,00:37:23.81-00:37:25.07,00:37:33.09-00:37:44.62,00:39:22.47-00:39:31.98,00:39:52.50-00:40:00.75,00:40:19.91-00:40:24.23,00:40:33.58-00:40:36.57","3277-3327,3979-4062,8904-8974,32802-33095,36673-36916,39141-39514,39693-39783,54426-54540,60165-60668,60894-61127,66821-66917,71097-71298,72253-72594,75516-76141,82468-82780,87861-88264,97347-97416,99438-99573,119053-119214,119350-119477,123483-123630,125572-125659,132649-132924,134628-134704,135185-135877,141748-142318,143550-144045,145194-145453,146014-146194"
P13_08,What all does he put-down,put-down,"pan,onion,onion,knife,oil,plate,plate,spatula,wooden spoon,spatula,plate,spatula,salt,plate,pepper,mug,pan","00:00:55.10-00:00:56.28,00:01:59.69-00:02:01.80,00:03:21.59-00:03:24.12,00:09:00.75-00:09:03.00,00:16:58.75-00:17:05.47,00:20:30.77-00:20:35.31,00:21:12.82-00:21:14.07,00:22:09.91-00:22:10.77,00:23:38.62-00:23:40.60,00:24:18.66-00:24:20.51,00:24:31.17-00:24:35.47,00:25:24.15-00:25:25.07,00:25:35.61-00:25:38.70,00:28:09.48-00:28:11.92,00:32:17.67-00:32:22.24,00:34:50.53-00:34:52.78,00:37:49.73-00:37:54.60","3306-3376,7181-7308,12095-12247,32445-32580,61125-61528,73846-74118,76369-76444,79794-79846,85117-85236,87519-87630,88270-88528,91449-91504,92136-92322,101368-101515,116260-116534,125431-125566,136183-136476"
P13_08,What all does he remove,remove,"pan,cream,cream,skin","00:18:48.40-00:19:01.65,00:33:50.45-00:34:16.43,00:35:23.75-00:35:51.42,00:36:14.75-00:36:17.26","67704-68499,121827-123385,127425-129085,130485-130635"
P13_08,What all does he stir,stir,"onion,onion,spaghetti,onion,bacon,bacon,spaghetti,onion,spaghetti,spaghetti,cream,cream,spaghetti,spaghetti,spaghetti,spaghetti","00:21:15.33-00:21:24.47,00:21:22.12-00:21:50.25,00:23:07.78-00:23:37.14,00:23:44.54-00:24:07.43,00:24:34.75-00:25:22.70,00:25:38.80-00:26:22.60,00:26:25.76-00:26:37.15,00:28:15.08-00:28:16.59,00:29:09.98-00:29:18.92,00:31:27.20-00:31:45.95,00:31:52.04-00:32:09.71,00:32:34.58-00:32:54.36,00:34:58.25-00:35:15.50,00:38:28.36-00:38:36.64,00:38:36.74-00:39:01.90,00:40:38.20-00:40:46.08","76519-77068,76927-78615,83266-85028,85472-86845,88485-91362,92328-94956,95145-95829,101704-101795,104998-105535,113232-114357,114722-115782,117274-118461,125895-126930,138501-138998,139004-140514,146292-146764"
P13_08,What all does he take,take,"detergent,dish,knife,onion,bacon package,scissors,wooden spoon,spaghetti,pot,fork,colander","00:00:05.42-00:00:07.78,00:00:58.60-00:01:01.11,00:01:05.11-00:01:06.04,00:01:13.21-00:01:16.58,00:10:18.25-00:10:21.79,00:10:28.66-00:10:31.43,00:18:45.25-00:18:45.91,00:22:40.97-00:22:53.82,00:35:59.30-00:36:00.80,00:36:12.25-00:36:14.00,00:36:48.69-00:36:50.72","325-466,3516-3666,3906-3962,4392-4594,37095-37307,37719-37885,67515-67554,81658-82429,129558-129648,130335-130440,132521-132643"
P13_08,What all does he throw,throw,"onion skin,onion skin,plastic,plastic,cream package","00:02:03.55-00:02:08.45,00:03:24.22-00:03:29.54,00:16:12.22-00:16:14.21,00:26:47.30-00:26:50.89,00:30:21.69-00:30:25.61","7413-7706,12253-12572,58333-58452,96438-96653,109301-109536"
P13_08,What all does he turn-off,turn-off,"cooker,cooker","00:35:56.65-00:35:58.54,00:36:42.57-00:36:44.44","129399-129512,132154-132266"
P13_08,What all does he turn-on,turn-on,"stove,cooker","00:11:03.65-00:11:07.15,00:17:08.12-00:17:12.44","39819-40029,61687-61946"
P13_08,What all does he wash,wash,"plate,scissors,hand","00:02:10.43-00:02:23.93,00:10:29.00-00:10:51.25,00:16:17.40-00:16:24.37","7825-8635,37740-39075,58644-59062"
P13_09,What all does he clean,clean,"fork,pot,pot,pot,plate,table,fork","00:02:30.93-00:03:03.46,00:03:32.05-00:03:33.44,00:03:34.12-00:03:35.51,00:03:35.64-00:03:37.97,00:05:06.25-00:05:08.60,00:05:48.67-00:05:54.22,00:05:57.98-00:06:11.90","9055-11007,12723-12806,12847-12930,12938-13078,18375-18516,20920-21253,21478-22314"
P13_09,What all does he close,close,"drawer,drawer,cupboard,drawer,drawer,sausage package,fridge","00:03:06.23-00:03:07.93,00:04:53.92-00:04:56.13,00:05:43.93-00:05:45.35,00:06:21.38-00:06:23.90,00:06:22.89-00:06:25.10,00:08:24.23-00:08:32.36,00:08:40.22-00:08:42.42","11173-11275,17635-17767,20635-20721,22882-23034,22973-23106,30253-30741,31213-31345"
P13_09,What all does he drain,drain,pot,00:03:16.21-00:03:20.28,11772-12016
P13_09,What all does he dry,dry,hand,00:07:30.70-00:07:41.23,27042-27673
P13_09,What all does he empty,empty,pan,00:00:05.19-00:00:08.85,311-531
P13_09,What all does he measure,measure,water depth,00:01:59.60-00:02:11.63,7176-7897
P13_09,What all does he move,move,sausage,00:08:45.37-00:08:51.08,31522-31864
P13_09,What all does he open,open,"drawer,cupboard,drawer,drawer,drawer,fridge,sausage package,sausage package,fridge","00:03:03.73-00:03:05.23,00:05:40.53-00:05:41.21,00:06:18.92-00:06:19.83,00:06:28.16-00:06:29.32,00:06:28.32-00:06:29.47,00:06:38.63-00:06:39.77,00:06:47.83-00:07:30.32,00:07:42.25-00:08:03.78,00:08:35.44-00:08:37.04","11023-11113,20431-20472,22735-22789,23289-23359,23299-23368,23917-23986,24469-27019,27735-29026,30926-31022"
P13_09,What all does he pick-up,pick-up,"pan,wooden spoon,pot,plate,fork,scissors,tongs,sausage,sausage,sausage","00:00:02.34-00:00:04.57,00:01:22.06-00:01:23.68,00:03:15.15-00:03:16.26,00:04:58.89-00:05:00.91,00:05:56.85-00:05:57.88,00:06:24.00-00:06:25.79,00:06:30.15-00:06:32.95,00:08:11.51-00:08:15.89,00:08:18.22-00:08:19.62,00:08:21.17-00:08:22.79","140-274,4923-5020,11709-11775,17933-18054,21411-21472,23040-23147,23409-23577,29490-29753,29893-29977,30070-30167"
P13_09,What all does he place,place,"strainer,scissors","00:05:41.42-00:05:43.71,00:06:29.57-00:06:30.38","20485-20622,23374-23422"
P13_09,What all does he pour,pour,water,00:01:51.81-00:01:58.32,6708-7099
P13_09,What all does he put,put,"pan,fork,pot,fork,sausage,sausage,sausage,sausage package","00:02:14.43-00:02:18.93,00:03:05.33-00:03:06.83,00:04:48.33-00:04:53.82,00:06:19.93-00:06:21.28,00:08:16.40-00:08:19.95,00:08:19.66-00:08:21.07,00:08:22.85-00:08:24.62,00:08:37.28-00:08:39.87","8065-8335,11119-11209,17299-17629,22795-22876,29784-29997,29979-30064,30171-30277,31036-31192"
P13_09,What all does he put-down,put-down,"plate,tongs","00:05:39.00-00:05:39.86,00:08:52.50-00:08:54.76","20340-20391,31950-32085"
P13_09,What all does he take,take,package,00:06:39.78-00:06:43.29,23986-24197
P13_09,What all does he turn-on,turn-on,cooker,00:02:21.30-00:02:25.94,8478-8756
P13_09,What all does he wash,wash,"pan,pan,pan,wooden spoon","00:00:31.68-00:00:51.97,00:00:52.07-00:01:07.39,00:01:06.03-00:01:15.77,00:01:23.34-00:01:29.86","1900-3118,3124-4043,3961-4546,5000-5391"
P13_10,What all does he close,close,"bag,cheese,fridge,refrigerator,hamburger","00:00:39.74-00:00:42.63,00:00:50.93-00:00:52.14,00:00:58.68-00:01:00.04,00:02:16.92-00:02:17.81,00:02:41.72-00:02:43.34","2384-2557,3055-3128,3520-3602,8215-8268,9703-9800"
P13_10,What all does he cover,cover,tomato,00:01:59.12-00:02:03.53,7147-7411
P13_10,What all does he grab,grab,spoon,00:01:25.56-00:01:27.00,5133-5220
P13_10,What all does he open,open,"fridge,tomato tin,refrigerator","00:00:09.79-00:00:11.35,00:01:30.88-00:01:32.15,00:02:10.63-00:02:11.47","587-681,5452-5529,7837-7888"
P13_10,What all does he pick-up,pick-up,"tongs,plate,hamburger bun,tomato tin","00:00:00.18-00:00:01.63,00:00:06.79-00:00:07.89,00:00:14.72-00:00:19.36,00:00:57.80-00:00:59.25","10-97,407-473,883-1161,3468-3555"
P13_10,What all does he put,put,"plate,bag,cheese,tomato,sausage","00:00:07.99-00:00:09.42,00:00:45.12-00:00:47.45,00:01:09.15-00:01:09.79,00:01:35.83-00:01:38.09,00:02:26.16-00:02:27.54","479-565,2707-2847,4149-4187,5749-5885,8769-8852"
P13_10,What all does he put-down,put-down,"tongs,spoon,tongs","00:00:03.66-00:00:04.85,00:01:56.47-00:01:57.48,00:02:50.92-00:02:52.38","219-291,6988-7048,10255-10342"
P13_10,What all does he put-in,put-in,tomato,00:02:12.09-00:02:14.85,7925-8091
P13_10,What all does he take,take,"hamburger bun,cheese,tomato,tomato,sausage","00:00:28.49-00:00:35.54,00:00:48.84-00:00:51.15,00:01:33.14-00:01:35.46,00:02:07.83-00:02:09.19,00:02:24.24-00:02:25.77","1709-2132,2930-3069,5588-5727,7669-7751,8654-8746"
P13_10,What all does he throw,throw,paper,00:01:18.25-00:01:20.93,4695-4855
P14_01,What all does he close,close,"bottle,freezer","00:00:14.39-00:00:18.73,00:01:35.42-00:01:37.54","863-1123,5725-5852"
P14_01,What all does he fix,fix,paella,00:00:04.20-00:00:05.45,252-327
P14_01,What all does he light,light,cooker,00:00:01.23-00:00:04.18,73-250
P14_01,What all does he open,open,"box,bag,freezer","00:00:23.07-00:00:31.02,00:00:31.12-00:00:45.84,00:01:30.32-00:01:32.24","1384-1861,1867-2750,5419-5534"
P14_01,What all does he pick-up,pick-up,fork,00:00:59.69-00:01:00.82,3581-3649
P14_01,What all does he put,put,"oil,steak,steak","00:00:05.66-00:00:14.38,00:01:16.12-00:01:19.10,00:01:24.13-00:01:26.74","339-862,4567-4746,5047-5204"
P14_01,What all does he put-down,put-down,bottle,00:00:19.22-00:00:23.15,1153-1389
P14_01,What all does he take,take,"dish,knife,steak,steak","00:00:53.76-00:00:56.29,00:01:01.87-00:01:04.37,00:01:13.10-00:01:15.48,00:01:20.64-00:01:24.14","3225-3377,3712-3862,4386-4528,4838-5048"
P14_01,What all does he turn-on,turn-on,hood,00:00:48.50-00:00:51.23,2910-3073
P14_02,What all does he pick-up,pick-up,"cutlery,steak,steak","00:00:02.22-00:00:03.47,00:00:07.49-00:00:10.96,00:00:12.60-00:00:15.29","133-208,449-657,756-917"
P14_02,What all does he put,put,"steak,steak,dish","00:00:11.13-00:00:12.61,00:00:15.61-00:00:16.97,00:00:27.98-00:00:29.84","667-756,936-1018,1678-1790"
P14_02,What all does he stir,stir,paella,00:00:20.40-00:00:22.02,1224-1321
P14_02,What all does he turn-off,turn-off,cooker,00:00:20.34-00:00:23.13,1220-1387
P14_03,What all does he pick-up,pick-up,plate,00:00:03.20-00:00:05.29,192-317
P14_03,What all does he put-down,put-down,plate,00:00:08.89-00:00:12.24,533-734
P14_04,What all does he close,close,"tap,tap,drawer","00:00:18.78-00:00:20.80,00:00:58.34-00:00:59.93,00:02:14.56-00:02:16.94","1126-1248,3500-3595,8073-8216"
P14_04,What all does he grab,grab,knife,00:00:27.95-00:00:29.76,1677-1785
P14_04,What all does he open,open,"tap,water,drawer","00:00:04.35-00:00:10.18,00:01:09.06-00:01:14.19,00:02:10.57-00:02:12.21","261-610,4143-4451,7834-7932"
P14_04,What all does he pick-up,pick-up,"sponge,sponge,scrubber","00:00:59.84-00:01:00.61,00:01:16.84-00:01:17.94,00:02:01.73-00:02:03.26","3590-3636,4610-4676,7303-7395"
P14_04,What all does he put-down,put-down,"sponge,fork,sponge,knife,sponge,paella","00:00:15.94-00:00:17.55,00:00:26.85-00:00:27.98,00:00:47.06-00:00:51.26,00:00:54.79-00:00:56.21,00:01:27.55-00:01:28.70,00:02:11.98-00:02:14.86","956-1053,1611-1678,2823-3075,3287-3372,5253-5322,7918-8091"
P14_04,What all does he take,take,"fork,sponge,pot","00:00:00.72-00:00:01.80,00:00:02.45-00:00:04.56,00:00:56.96-00:00:59.34","43-108,147-273,3417-3560"
P14_04,What all does he wash,wash,"fork,knife,paella","00:00:10.79-00:00:16.04,00:00:29.66-00:00:48.27,00:01:00.89-00:01:09.36","647-962,1779-2896,3653-4161"
P14_05,What all does he open,open,"fridge,milk,refrigerator","00:00:13.47-00:00:15.92,00:00:28.28-00:00:31.97,00:00:48.37-00:00:49.91","808-955,1696-1918,2902-2994"
P14_05,What all does he pick-up,pick-up,"bowl,bowl,milk","00:00:02.55-00:00:03.97,00:00:04.07-00:00:06.25,00:00:14.83-00:00:19.48","153-238,244-375,889-1168"
P14_05,What all does he pour,pour,milk,00:00:32.75-00:00:45.01,1965-2700
P14_05,What all does he put,put,"cereal,spoon","00:00:57.39-00:01:03.25,00:01:07.00-00:01:09.48","3443-3795,4020-4168"
P14_05,What all does he put-down,put-down,"bowl,milk,milk","00:00:07.96-00:00:10.17,00:00:22.40-00:00:23.78,00:00:49.77-00:00:52.60","477-610,1344-1426,2986-3156"
P14_05,What all does he take,take,spoon,00:01:05.72-00:01:06.94,3943-4016
P14_07,What all does he open,open,tap,00:00:12.56-00:00:13.83,753-829
P14_07,What all does he pick-up,pick-up,bowl,00:00:46.52-00:00:47.54,2791-2852
